Accession	BioProjects	BioSample accession	Completeness	Gene count	Geographic Location	Geographic Region	Host Common Name	Host Infraspecific Names Breed	Host Infraspecific Names Cultivar	Host Infraspecific Names Ecotype	Host Infraspecific Names Isolate	Host Infraspecific Names Sex	Host Infraspecific Names Strain	Host Name	Host Pangolin Classification	Host Taxonomic ID	Is Annotated	Is Complete	Is Lab Host	Is Vaccine Strain	Isolate Collection date	Isolate Lineage	Isolate Lineage source	Lab Host	Length	Mature peptide count	Molecule type	Nucleotide completeness	Protein count	Purpose of Sampling	Release date	Source database	SRA Accessions	Submitter Affiliation	Submitter Country	Submitter Names	Update date	Virus Common Name	Virus Infraspecific Names Breed	Virus Infraspecific Names Cultivar	Virus Infraspecific Names Ecotype	Virus Infraspecific Names Isolate	Virus Infraspecific Names Sex	Virus Infraspecific Names Strain	Virus Name	Virus Pangolin Classification	Virus Taxonomic ID
MZ420348.1			PARTIAL		China	Asia								Morus alba		3498					2020	Mmu14	plant leaf		2952						2022-11-06T00:00:00Z	GenBank		Jiangsu University of Science and Technology, College of Biotechnology	China	Yu,J.,Lu,Q.	2022-11-06T00:00:00Z								Mulberry crinkle leaf virus		2845646
MZ420347.1			PARTIAL		China	Asia								Morus alba		3498					2020	Mmu13	plant leaf		2951						2022-11-06T00:00:00Z	GenBank		Jiangsu University of Science and Technology, College of Biotechnology	China	Yu,J.,Lu,Q.	2022-11-06T00:00:00Z								Mulberry crinkle leaf virus		2845646
MZ420346.1			PARTIAL		China	Asia								Morus alba		3498					2020	Mmu12	plant leaf		2952						2022-11-06T00:00:00Z	GenBank		Jiangsu University of Science and Technology, College of Biotechnology	China	Yu,J.,Lu,Q.	2022-11-06T00:00:00Z								Mulberry crinkle leaf virus		2845646
MZ420345.1			PARTIAL		China	Asia								Morus alba		3498					2020	Mmu11	plant leaf		2951						2022-11-06T00:00:00Z	GenBank		Jiangsu University of Science and Technology, College of Biotechnology	China	Yu,J.,Lu,Q.	2022-11-06T00:00:00Z								Mulberry crinkle leaf virus		2845646
MZ420344.1			PARTIAL		China	Asia								Morus alba		3498					2020	Mmi2	plant leaf		2956						2022-11-06T00:00:00Z	GenBank		Jiangsu University of Science and Technology, College of Biotechnology	China	Yu,J.,Lu,Q.	2022-11-06T00:00:00Z								Mulberry crinkle leaf virus		2845646
MZ420343.1			PARTIAL		China	Asia								Morus alba		3498					2020	Mmi1	plant leaf		2956						2022-11-06T00:00:00Z	GenBank		Jiangsu University of Science and Technology, College of Biotechnology	China	Yu,J.,Lu,Q.	2022-11-06T00:00:00Z								Mulberry crinkle leaf virus		2845646
MZ420342.1			PARTIAL		China	Asia								Morus alba		3498					2020	Mal3	plant leaf		2952						2022-11-06T00:00:00Z	GenBank		Jiangsu University of Science and Technology, College of Biotechnology	China	Yu,J.,Lu,Q.	2022-11-06T00:00:00Z								Mulberry crinkle leaf virus		2845646
MZ420341.1			PARTIAL		China	Asia								Morus alba		3498					2020	Mal2	plant leaf		2952						2022-11-06T00:00:00Z	GenBank		Jiangsu University of Science and Technology, College of Biotechnology	China	Yu,J.,Lu,Q.	2022-11-06T00:00:00Z								Mulberry crinkle leaf virus		2845646
MZ420340.1			PARTIAL		China	Asia								Morus alba		3498					2020	jsha2	plant leaf		2945						2022-11-06T00:00:00Z	GenBank		Jiangsu University of Science and Technology, College of Biotechnology	China	Yu,J.,Lu,Q.	2022-11-06T00:00:00Z								Mulberry crinkle leaf virus		2845646
MZ420339.1			PARTIAL		China	Asia								Morus alba		3498					2020	jsha1	plant leaf		2945						2022-11-06T00:00:00Z	GenBank		Jiangsu University of Science and Technology, College of Biotechnology	China	Yu,J.,Lu,Q.	2022-11-06T00:00:00Z								Mulberry crinkle leaf virus		2845646
MN595125.1			COMPLETE		China	Asia								Broussonetia papyrifera		172644	true				2018-05	SWU			3056				6		2020-05-27T00:00:00Z	GenBank		Citrus Research Institute China, National Citrus Virus Exclusion Center	China	Qiu,Y.,Zhang,S.,Yu,H.,Xuan,Z.,Yang,L.,Zhan,B.,Murilo Zerbini,F.,Cao,M.	2020-05-27T00:00:00Z								Paper mulberry leaf curling associated virus 1		2738469
MN595124.1			COMPLETE		China	Asia								Broussonetia papyrifera		172644	true				2018-05	HY			3056				6		2020-05-27T00:00:00Z	GenBank		Citrus Research Institute China, National Citrus Virus Exclusion Center	China	Qiu,Y.,Zhang,S.,Yu,H.,Xuan,Z.,Yang,L.,Zhan,B.,Murilo Zerbini,F.,Cao,M.	2020-05-27T00:00:00Z								Paper mulberry leaf curling associated virus 1		2738469
