Accession	BioProjects	BioSample accession	Completeness	Gene count	Geographic Location	Geographic Region	Host Common Name	Host Infraspecific Names Breed	Host Infraspecific Names Cultivar	Host Infraspecific Names Ecotype	Host Infraspecific Names Isolate	Host Infraspecific Names Sex	Host Infraspecific Names Strain	Host Name	Host Pangolin Classification	Host Taxonomic ID	Is Annotated	Is Complete	Is Lab Host	Is Vaccine Strain	Isolate Collection date	Isolate Lineage	Isolate Lineage source	Lab Host	Length	Mature peptide count	Molecule type	Nucleotide completeness	Protein count	Purpose of Sampling	Release date	Source database	SRA Accessions	Submitter Affiliation	Submitter Country	Submitter Names	Update date	Virus Common Name	Virus Infraspecific Names Breed	Virus Infraspecific Names Cultivar	Virus Infraspecific Names Ecotype	Virus Infraspecific Names Isolate	Virus Infraspecific Names Sex	Virus Infraspecific Names Strain	Virus Name	Virus Pangolin Classification	Virus Taxonomic ID
OR451658.1			PARTIAL		USA: Idaho, ElmoreCo	North America											true				2020	LH20-388-COTPeCT			494				3		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451657.1			PARTIAL		USA: Idaho, ElmoreCo	North America											true				2020	LH20-498-COTPeCT			494				3		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451656.1			PARTIAL		USA: Idaho, OwyheeCo	North America								Beta vulgaris		161934	true				2021	LH21-S100-COT			521				3		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451655.1			PARTIAL		USA: Idaho, OwyheeCo	North America								Beta vulgaris		161934	true				2021	LH21-S99-COT			521				3		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451654.1			PARTIAL		USA: Idaho, OwyheeCo	North America								Beta vulgaris		161934	true				2021	LH21-S98-COT			521				3		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451653.1			PARTIAL		USA: Idaho, TwinFallsCo	North America								Beta vulgaris		161934	true				2021	LH21-S77-COT			521				3		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451652.1			PARTIAL		USA: Idaho, ElmoreCo	North America								Phaseolus vulgaris		3885	true				2021	LH21-B18-COT			521				3		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451651.1			PARTIAL		USA: Idaho, ElmoreCo	North America								Phaseolus vulgaris		3885	true				2021	LH21-B16-COT			521				3		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451650.1			PARTIAL		USA: Idaho, MinidokaCo	North America								Phaseolus vulgaris		3885	true				2021	LH21-B9-COT			521				3		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451649.1			PARTIAL		USA: Idaho, TwinFallsCo	North America								Beta vulgaris		161934	true				2021	LH21-S73-COT			521				3		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451648.1			PARTIAL		USA: Idaho, TwinFallsCo	North America								Beta vulgaris		161934	true				2021	LH21-S71-COT			521				3		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451647.1			PARTIAL		USA: Idaho, OwyheeCo	North America								Phaseolus vulgaris		3885	true				2021	LH21-B42-COT			521				3		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451646.1			PARTIAL		USA: Idaho, TwinFallsCo	North America								Phaseolus vulgaris		3885	true				2021	LH21-B30-COT			521				3		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451645.1			PARTIAL		USA: Idaho, TwinFallsCo	North America								Phaseolus vulgaris		3885	true				2021	LH21-B26-COT			521				3		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451644.1			PARTIAL		USA: Idaho, OwyheeCo	North America											true				2021	LH21-809-COT			521				3		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451643.1			PARTIAL		USA: Idaho, ElmoreCo	North America											true				2021	LH21-685-COT			521				3		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451642.1			PARTIAL		USA: Idaho, ElmoreCo	North America											true				2021	LH21-505-COT			521				3		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451641.1			PARTIAL		USA: Idaho, OwyheeCo	North America											true				2021	LH21-491-COT			521				3		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451640.1			PARTIAL		USA: Idaho, ElmoreCo	North America											true				2021	LH21-442-COT			521				3		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451639.1			PARTIAL		USA: Idaho, ElmoreCo	North America											true				2021	LH21-421-COT			521				3		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451638.1			PARTIAL		USA: Idaho, ElmoreCo	North America											true				2021	LH21-386-COT			521				3		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451637.1			PARTIAL		USA: Idaho, OwyheeCo	North America											true				2021	LH21-353-COT			521				3		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451636.1			PARTIAL		USA: Idaho, ElmoreCo	North America											true				2020	LH20-389-COT			521				3		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451635.1			PARTIAL		USA: Idaho, ElmoreCo	North America											true				2020	LH20-388-COT			521				3		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451634.1			PARTIAL		USA: Idaho, OwyheeCo	North America								Beta vulgaris		161934	true				2021	LH21-S93-Wor			417				2		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451633.1			PARTIAL		USA: Idaho, ElmoreCo	North America								Beta vulgaris		161934	true				2021	LH21-S63-Wor			417				2		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451632.1			PARTIAL		USA: Idaho, ElmoreCo	North America											true				2021	LH21-936-Wor			416				2		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451631.1			PARTIAL		USA: Idaho, ElmoreCo	North America											true				2021	LH21-889-Wor			417				2		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451630.1			PARTIAL		USA: Idaho, ElmoreCo	North America											true				2021	LH21-779-Wor			417				2		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451629.1			PARTIAL		USA: Idaho, ElmoreCo	North America											true				2021	LH21-724-Wor			417				2		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451628.1			PARTIAL		USA: Idaho, ElmoreCo	North America											true				2021	LH21-699-Wor			418				2		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451627.1			PARTIAL		USA: Idaho, OwyheeCo	North America											true				2021	LH21-597-Wor			416				2		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451626.1			PARTIAL		USA: Idaho, ElmoreCo	North America											true				2021	LH21-554-Wor			417				2		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451625.1			PARTIAL		USA: Idaho, ElmoreCo	North America											true				2021	LH21-493-Wor			417				2		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451624.1			PARTIAL		USA: Idaho, ElmoreCo	North America											true				2021	LH21-455-Wor			417				2		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451623.1			PARTIAL		USA: Idaho, OwyheeCo	North America											true				2021	LH21-408-Wor			417				2		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451622.1			PARTIAL		USA: Idaho, ElmoreCo	North America											true				2021	LH21-272-Wor			417				2		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451621.1			PARTIAL		USA: Idaho, ElmoreCo	North America											true				2021	LH21-266-Wor			417				2		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451620.1			PARTIAL		USA: Idaho, OwyheeCo	North America											true				2021	LH21-251-Wor			417				2		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451619.1			PARTIAL		USA: Idaho, OwyheeCo	North America											true				2021	LH21-244-Wor			417				2		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451618.1			PARTIAL		USA: Idaho, OwyheeCo	North America											true				2021	LH21-242-Wor			417				2		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451617.1			PARTIAL		USA: Idaho, TwinFallsCo	North America											true				2020	LH20-520-PeCTNM			397				3		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451616.1			PARTIAL		USA: Idaho, ElmoreCo	North America											true				2020	LH20-389-PeCTNM			397				3		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451615.1			PARTIAL		USA: Idaho, ElmoreCo	North America											true				2020	LH20-388-PeCTNM			397				3		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451614.1			PARTIAL		USA: Idaho, ElmoreCo	North America								Beta vulgaris		161934	true				2021	LH21-S62-CO			420				2		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451613.1			PARTIAL		USA: Idaho, ElmoreCo	North America											true				2021	LH21-836-CO			418				2		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451612.1			PARTIAL		USA: Idaho, ElmoreCo	North America											true				2021	LH21-833-CO			418				2		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451611.1			PARTIAL		USA: Idaho, OwyheeCo	North America											true				2021	LH21-809-CO			418				2		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451610.1			PARTIAL		USA: Idaho, ElmoreCo	North America											true				2021	LH21-792-CO			418				2		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451609.1			PARTIAL		USA: Idaho, ElmoreCo	North America											true				2021	LH21-725-CO			417				2		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451608.1			PARTIAL		USA: Idaho, ElmoreCo	North America											true				2021	LH21-723-CO			417				2		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451607.1			PARTIAL		USA: Idaho, TwinFallsCo	North America											true				2021	LH21-675-CO			417				2		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451606.1			PARTIAL		USA: Idaho, BinghamCo	North America											true				2021	LH21-669-CO			416				2		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451605.1			PARTIAL		USA: Idaho, OwyheeCo	North America											true				2021	LH21-646-CO			418				2		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451604.1			PARTIAL		USA: Idaho, OwyheeCo	North America											true				2021	LH21-639-CO			418				2		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451603.1			PARTIAL		USA: Idaho, OwyheeCo	North America											true				2021	LH21-632-CO			418				2		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451602.1			PARTIAL		USA: Idaho, OwyheeCo	North America											true				2021	LH21-491-CO			417				2		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451601.1			PARTIAL		USA: Idaho, ElmoreCo	North America											true				2021	LH21-391-CO			417				2		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451600.1			PARTIAL		USA: Idaho, MinidokaCo	North America								Phaseolus vulgaris		3885	true				2021	LH21-B3-Svr			408				2		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451592.1			PARTIAL		USA: Idaho, TwinFallsCo	North America											true				2021	LH21-675-PeCTCA			826				3		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451591.1			PARTIAL		USA: Idaho, ElmoreCo	North America											true				2020	LH20-498-PeCTCA			826				3		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451590.1			PARTIAL		USA: Idaho, MinidokaCo	North America								Phaseolus vulgaris		3885	true				2021	LH21-B3-LOG			291				1		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451589.1			PARTIAL		USA: Idaho, OwyheeCo	North America								Beta vulgaris		161934	true				2021	LH21-S98-LOG			291				1		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451588.1			PARTIAL		USA: Idaho, TwinFallsCo	North America								Beta vulgaris		161934	true				2021	LH21-S77-LOG			291				1		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451587.1			PARTIAL		USA: Idaho, ElmoreCo	North America											true				2020	LH20-25-LOG			291				1		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
OR451586.1			PARTIAL		USA: Idaho, MinidokaCo	North America											true				2021	LH21-944-CO			432				2		2023-10-10T00:00:00Z	GenBank		USDA-ARS NWISRL, Plant Pathology	USA	Strausbaugh,C.A.,Wenninger,E.J.,Jackson,L.,Vincill,E.	2024-08-07T00:00:00Z								Beet curly top virus		10840
