Accession	BioProjects	BioSample accession	Completeness	Gene count	Geographic Location	Geographic Region	Host Common Name	Host Infraspecific Names Breed	Host Infraspecific Names Cultivar	Host Infraspecific Names Ecotype	Host Infraspecific Names Isolate	Host Infraspecific Names Sex	Host Infraspecific Names Strain	Host Name	Host Pangolin Classification	Host Taxonomic ID	Is Annotated	Is Complete	Is Lab Host	Is Vaccine Strain	Isolate Collection date	Isolate Lineage	Isolate Lineage source	Lab Host	Length	Mature peptide count	Molecule type	Nucleotide completeness	Protein count	Purpose of Sampling	Release date	Source database	SRA Accessions	Submitter Affiliation	Submitter Country	Submitter Names	Update date	Virus Common Name	Virus Infraspecific Names Breed	Virus Infraspecific Names Cultivar	Virus Infraspecific Names Ecotype	Virus Infraspecific Names Isolate	Virus Infraspecific Names Sex	Virus Infraspecific Names Strain	Virus Name	Virus Pangolin Classification	Virus Taxonomic ID
X71959.1			PARTIAL											Zea mays		4577	true					originating from Ghana			991				1		1994-11-15T00:00:00Z	GenBank		R.W. Briddon, John Innes Institute, Dept of Virus Research, John Innes Centre for Plant Science Res., Colney Lane, Norwich NR4 7UH		Briddon,R.W.,Lunness,P.,Chamberlin,L.C.,Markham,P.G.	1994-11-15T00:00:00Z								Maize streak virus		10821
X71958.1			PARTIAL											Zea mays		4577	true					originating from Uganda			991				1		1994-11-15T00:00:00Z	GenBank		R.W. Briddon, John Innes Institute, Dept of Virus Research, John Innes Centre for Plant Science Res., Colney Lane, Norwich NR4 7UH		Briddon,R.W.,Lunness,P.,Chamberlin,L.C.,Markham,P.G.	1994-11-15T00:00:00Z								Maize streak virus		10821
X71957.1			PARTIAL											Coix lacryma-jobi		4505	true					originating from Nigeria			990				1		1994-11-15T00:00:00Z	GenBank		R.W. Briddon, John Innes Institute, Dept of Virus Research, John Innes Centre for Plant Science Res., Colney Lane, Norwich NR4 7UH		Briddon,R.W.,Lunness,P.,Chamberlin,L.C.,Markham,P.G.	1994-11-15T00:00:00Z								Maize streak virus		10821
X71956.1			PARTIAL											Zea mays		4577	true					originating from Ethiopia			992				1		1994-11-15T00:00:00Z	GenBank		R.W. Briddon, John Innes Institute, Dept of Virus Research, John Innes Centre for Plant Science Res., Colney Lane, Norwich NR4 7UH		Briddon,R.W.,Lunness,P.,Chamberlin,L.C.,Markham,P.G.	1994-11-15T00:00:00Z								Maize streak virus		10821
X71955.1			PARTIAL											Zea mays		4577	true					originating from Zimbabwe			990				1		1994-11-15T00:00:00Z	GenBank		R.W. Briddon, John Innes Institute, Dept of Virus Research, John Innes Centre for Plant Science Res., Colney Lane, Norwich NR4 7UH		Briddon,R.W.,Lunness,P.,Chamberlin,L.C.,Markham,P.G.	1994-11-15T00:00:00Z								Maize streak virus		10821
X71954.1			PARTIAL											Zea mays		4577	true					originating from Reunion			990				1		1994-11-15T00:00:00Z	GenBank		R.W. Briddon, John Innes Institute, Dept of Virus Research, John Innes Centre for Plant Science Res., Colney Lane, Norwich NR4 7UH		Briddon,R.W.,Lunness,P.,Chamberlin,L.C.,Markham,P.G.	1994-11-15T00:00:00Z								Maize streak virus		10821
X71953.1			PARTIAL											Zea mays		4577	true					originating from Ghana			992				1		1994-11-15T00:00:00Z	GenBank		R.W. Briddon, John Innes Institute, Dept of Virus Research, John Innes Centre for Plant Science Res., Colney Lane, Norwich NR4 7UH		Briddon,R.W.,Lunness,P.,Chamberlin,L.C.,Markham,P.G.	1994-11-15T00:00:00Z								Maize streak virus		10821
X60168.1			PARTIAL														true								2700				3		1992-06-02T00:00:00Z	GenBank		R.W. Briddon, Jhon Innes Centre, Plant Science Research, Coley Lane, Norwich, NR4 7UH		Briddon,R.W.,Lunness,P.,Chamberlin,L.C.,Pinner,M.S.,Brundish,H.,Markham,P.G.	2005-04-18T00:00:00Z								Panicum streak virus - [Kenya]		268780
X02869.1			COMPLETE														true					SE			2749				5		1986-07-02T00:00:00Z	GenBank				MacDowell,S.W.,Macdonald,H.,Hamilton,W.D.,Coutts,R.H.,Buck,K.W.	2016-07-26T00:00:00Z								Wheat dwarf virus - [Sweden]		268789
X01633.1			PARTIAL														true								2687				6		1985-06-13T00:00:00Z	GenBank				Mullineaux,P.M.,Donson,J.,Morris-Krsinich,B.A.,Boulton,M.I.,Davies,J.W.,Schneider,M.,Jarchow,E.,Hohn,B.,Peterschmitt,M.,Granier,M.,Frutos,R.,Reynaud,B.	2005-04-18T00:00:00Z								Maize streak virus - A[Nigeria1]		268326
X01089.1			PARTIAL														true								2681				4		1985-11-07T00:00:00Z	GenBank		S.H. Howell S.H. Howell		Howell,S.H.,Peterschimitt,M.,Granier,M.,Frutos,R.,Reynaud,B.	2005-04-18T00:00:00Z								Maize streak virus - A[Kenya]		268319
U20905.1			PARTIAL														true								227				1		1995-05-01T00:00:00Z	GenBank		Edward P. Rybicki, Microbiology, University of Cape Town, PB Rondebosch, Cape Town, 7700	South Africa	Rybicki,E.P.,Hughes,F.L.,Dennis,S.	2016-07-26T00:00:00Z								Maize streak virus - B[Tas]		268409
U20904.1			PARTIAL														true								227				1		1995-05-01T00:00:00Z	GenBank		Edward P. Rybicki, Microbiology, University of Cape Town, PB Rondebosch, Cape Town, 7700	South Africa	Rybicki,E.P.,Hughes,F.L.,Dennis,S.	1995-04-24T00:00:00Z								Maize streak virus		10821
U20893.1			PARTIAL														true					Port Elizabeth			303				1		1995-03-19T00:00:00Z	GenBank		Edward P. Rybicki, Microbiology Department, University of Cape Town, PB Rondebosch, 7700	South Africa	Rybicki,E.P.,Pithey,A.,Thomson,J.A.	1995-03-14T00:00:00Z								Maize streak virus		10821
U20871.1			PARTIAL														true								227				1		1995-05-01T00:00:00Z	GenBank		Edward P. Rybicki, Microbiology, University of Cape Town, PB Rondebosch, Cape Town, 7700	South Africa	Rybicki,E.P.,Hughes,F.L.,Dennis,S.	1995-04-24T00:00:00Z								Maize streak virus		10821
U20870.1			PARTIAL														true								251				1		1995-03-23T00:00:00Z	GenBank		Edward P. Rybicki, Microbiology, University of Cape Town, PB Rondebosch 7700, Cape Town	South Africa	Rybicki,E.P.,Hughes,F.L.	2016-07-26T00:00:00Z								Maize streak virus - [Set]		268344
U20769.1			PARTIAL														true								227				1		1995-06-03T00:00:00Z	GenBank		Edward P. Rybicki, Microbiology, University of Cape Town, Cape Town, 7700	South Africa	Napier,G.B.,Rybicki,E.P.,Hughes,F.L.	1995-05-31T00:00:00Z								Maize streak virus		10821
U20768.1			PARTIAL														true								227				1		1995-04-15T00:00:00Z	GenBank		Edward P. Rybicki, Microbiology, University of Cape Town, Cape Town, 7700	South Africa	Napier,G.B.,Rybicki,E.P.,Hughes,F.L.	2016-07-26T00:00:00Z								Maize streak virus - B[Vaalhart wheat]		268411
S64567.1			COMPLETE														true								2758				4		1993-10-14T00:00:00Z	GenBank				Hughes,F.L.,Rybicki,E.P.,Kirby,R.	2016-07-26T00:00:00Z								Sugarcane streak virus - [Natal]		268781
S54420.1			PARTIAL																						134						1993-05-07T00:00:00Z	GenBank				Fenoll,C.,Schwarz,J.J.,Black,D.M.,Schneider,M.,Howell,S.H.	1992-07-10T00:00:00Z								Maize streak virus		10821
PQ034624.1			PARTIAL		Philippines: Bukidnon, Mindanao	Asia								Zea mays subsp. mays		381124	true				2023-08	MSVPH24-I8			1233				1		2024-07-22T00:00:00Z	GenBank		University of the Philippines, National Crop Protection Center, College of Agriculture and Food Science	Philippines	Perez,N.A.M.,Pinili,M.S.	2024-07-22T00:00:00Z								Maize streak virus		10821
PP992780.1			COMPLETE		Serbia	Europe								Triticum aestivum		4565	true				2017	P1-17			2749				4		2024-07-14T00:00:00Z	GenBank		University of Belgrade-Faculty of Agriculture, Department of Phythopathology	Serbia	Stankovic,I.,Zecevic,K.,Ristic,D.,Vucurovic,I.,Krstic,B.	2024-07-14T00:00:00Z								Wheat dwarf virus		10834
PP992779.1			COMPLETE		Serbia	Europe								Triticum aestivum		4565	true				2019	P-35			2749				4		2024-07-14T00:00:00Z	GenBank		University of Belgrade-Faculty of Agriculture, Department of Phythopathology	Serbia	Stankovic,I.,Zecevic,K.,Ristic,D.,Vucurovic,I.,Krstic,B.	2024-07-14T00:00:00Z								Wheat dwarf virus		10834
PP992778.1			COMPLETE		Serbia	Europe								Triticum aestivum		4565	true				2019	P-34			2749				4		2024-07-14T00:00:00Z	GenBank		University of Belgrade-Faculty of Agriculture, Department of Phythopathology	Serbia	Stankovic,I.,Zecevic,K.,Ristic,D.,Vucurovic,I.,Krstic,B.	2024-07-14T00:00:00Z								Wheat dwarf virus		10834
PP992777.1			COMPLETE		Serbia	Europe								Triticum aestivum		4565	true				2019	P-32			2749				4		2024-07-14T00:00:00Z	GenBank		University of Belgrade-Faculty of Agriculture, Department of Phythopathology	Serbia	Stankovic,I.,Zecevic,K.,Ristic,D.,Vucurovic,I.,Krstic,B.	2024-07-14T00:00:00Z								Wheat dwarf virus		10834
PP992776.1			COMPLETE		Serbia	Europe								Triticum aestivum		4565	true				2019	P-31			2749				4		2024-07-14T00:00:00Z	GenBank		University of Belgrade-Faculty of Agriculture, Department of Phythopathology	Serbia	Stankovic,I.,Zecevic,K.,Ristic,D.,Vucurovic,I.,Krstic,B.	2024-07-14T00:00:00Z								Wheat dwarf virus		10834
PP992775.1			COMPLETE		Serbia	Europe								Triticum aestivum		4565	true				2019	P-37			2749				4		2024-07-14T00:00:00Z	GenBank		University of Belgrade-Faculty of Agriculture, Department of Phythopathology	Serbia	Stankovic,I.,Zecevic,K.,Ristic,D.,Vucurovic,I.,Krstic,B.	2024-07-14T00:00:00Z								Wheat dwarf virus		10834
PP992774.1			COMPLETE		Serbia	Europe								Triticum aestivum		4565	true				2019	P-28			2749				4		2024-07-14T00:00:00Z	GenBank		University of Belgrade-Faculty of Agriculture, Department of Phythopathology	Serbia	Stankovic,I.,Zecevic,K.,Ristic,D.,Vucurovic,I.,Krstic,B.	2024-07-14T00:00:00Z								Wheat dwarf virus		10834
PP992773.1			COMPLETE		Serbia	Europe								Triticum aestivum		4565	true				2019	P-27			2749				4		2024-07-14T00:00:00Z	GenBank		University of Belgrade-Faculty of Agriculture, Department of Phythopathology	Serbia	Stankovic,I.,Zecevic,K.,Ristic,D.,Vucurovic,I.,Krstic,B.	2024-07-14T00:00:00Z								Wheat dwarf virus		10834
PP992772.1			COMPLETE		Serbia	Europe								Triticum aestivum		4565	true				2019	P-26			2749				4		2024-07-14T00:00:00Z	GenBank		University of Belgrade-Faculty of Agriculture, Department of Phythopathology	Serbia	Stankovic,I.,Zecevic,K.,Ristic,D.,Vucurovic,I.,Krstic,B.	2024-07-14T00:00:00Z								Wheat dwarf virus		10834
PP992771.1			COMPLETE		Serbia	Europe								Triticum aestivum		4565	true				2019	P-25			2749				4		2024-07-14T00:00:00Z	GenBank		University of Belgrade-Faculty of Agriculture, Department of Phythopathology	Serbia	Stankovic,I.,Zecevic,K.,Ristic,D.,Vucurovic,I.,Krstic,B.	2024-07-14T00:00:00Z								Wheat dwarf virus		10834
PP992770.1			COMPLETE		Serbia	Europe								Triticum aestivum		4565	true				2019	P-30			2749				4		2024-07-14T00:00:00Z	GenBank		University of Belgrade-Faculty of Agriculture, Department of Phythopathology	Serbia	Stankovic,I.,Zecevic,K.,Ristic,D.,Vucurovic,I.,Krstic,B.	2024-07-14T00:00:00Z								Wheat dwarf virus		10834
PP992769.1			COMPLETE		Serbia	Europe								Triticum aestivum		4565	true				2019	P-29			2749				3		2024-07-14T00:00:00Z	GenBank		University of Belgrade-Faculty of Agriculture, Department of Phythopathology	Serbia	Stankovic,I.,Zecevic,K.,Ristic,D.,Vucurovic,I.,Krstic,B.	2024-07-14T00:00:00Z								Wheat dwarf virus		10834
PP992768.1			COMPLETE		Serbia	Europe								Triticum aestivum		4565	true				2019	P-23			2749				4		2024-07-14T00:00:00Z	GenBank		University of Belgrade-Faculty of Agriculture, Department of Phythopathology	Serbia	Stankovic,I.,Zecevic,K.,Ristic,D.,Vucurovic,I.,Krstic,B.	2024-07-14T00:00:00Z								Wheat dwarf virus		10834
PP992767.1			COMPLETE		Serbia	Europe								Triticum aestivum		4565	true				2019	P-9			2749				4		2024-07-14T00:00:00Z	GenBank		University of Belgrade-Faculty of Agriculture, Department of Phythopathology	Serbia	Stankovic,I.,Zecevic,K.,Ristic,D.,Vucurovic,I.,Krstic,B.	2024-07-14T00:00:00Z								Wheat dwarf virus		10834
PP992766.1			COMPLETE		Serbia	Europe								Triticum aestivum		4565	true				2019	P-1			2749				4		2024-07-14T00:00:00Z	GenBank		University of Belgrade-Faculty of Agriculture, Department of Phythopathology	Serbia	Stankovic,I.,Zecevic,K.,Ristic,D.,Vucurovic,I.,Krstic,B.	2024-07-14T00:00:00Z								Wheat dwarf virus		10834
PP992765.1			COMPLETE		Serbia	Europe								Triticum aestivum		4565	true				2019	P-42			2749				4		2024-07-14T00:00:00Z	GenBank		University of Belgrade-Faculty of Agriculture, Department of Phythopathology	Serbia	Stankovic,I.,Zecevic,K.,Ristic,D.,Vucurovic,I.,Krstic,B.	2024-07-14T00:00:00Z								Wheat dwarf virus		10834
PP992764.1			COMPLETE		Serbia	Europe								Triticum aestivum		4565	true				2019	P-36			2749				4		2024-07-14T00:00:00Z	GenBank		University of Belgrade-Faculty of Agriculture, Department of Phythopathology	Serbia	Stankovic,I.,Zecevic,K.,Ristic,D.,Vucurovic,I.,Krstic,B.	2024-07-14T00:00:00Z								Wheat dwarf virus		10834
PP992763.1			COMPLETE		Serbia	Europe								Triticum aestivum		4565	true				2019	P-11			2749				4		2024-07-14T00:00:00Z	GenBank		University of Belgrade-Faculty of Agriculture, Department of Phythopathology	Serbia	Stankovic,I.,Zecevic,K.,Ristic,D.,Vucurovic,I.,Krstic,B.	2024-07-14T00:00:00Z								Wheat dwarf virus		10834
PP992762.1			COMPLETE		Serbia	Europe								Triticum aestivum		4565	true				2019	P-20			2749				4		2024-07-14T00:00:00Z	GenBank		University of Belgrade-Faculty of Agriculture, Department of Phythopathology	Serbia	Stankovic,I.,Zecevic,K.,Ristic,D.,Vucurovic,I.,Krstic,B.	2024-07-14T00:00:00Z								Wheat dwarf virus		10834
PP992761.1			COMPLETE		Serbia	Europe								Triticum aestivum		4565	true				2019	P-13			2749				4		2024-07-14T00:00:00Z	GenBank		University of Belgrade-Faculty of Agriculture, Department of Phythopathology	Serbia	Stankovic,I.,Zecevic,K.,Ristic,D.,Vucurovic,I.,Krstic,B.	2024-07-14T00:00:00Z								Wheat dwarf virus		10834
PP992760.1			COMPLETE		Serbia	Europe								Triticum aestivum		4565	true				2019	P-12			2749				4		2024-07-14T00:00:00Z	GenBank		University of Belgrade-Faculty of Agriculture, Department of Phythopathology	Serbia	Stankovic,I.,Zecevic,K.,Ristic,D.,Vucurovic,I.,Krstic,B.	2024-07-14T00:00:00Z								Wheat dwarf virus		10834
PP992759.1			COMPLETE		Serbia	Europe								Triticum aestivum		4565	true				2019	P-8			2749				4		2024-07-14T00:00:00Z	GenBank		University of Belgrade-Faculty of Agriculture, Department of Phythopathology	Serbia	Stankovic,I.,Zecevic,K.,Ristic,D.,Vucurovic,I.,Krstic,B.	2024-07-14T00:00:00Z								Wheat dwarf virus		10834
PP992758.1			COMPLETE		Serbia	Europe								Triticum aestivum		4565	true				2019	P-7			2749				4		2024-07-14T00:00:00Z	GenBank		University of Belgrade-Faculty of Agriculture, Department of Phythopathology	Serbia	Stankovic,I.,Zecevic,K.,Ristic,D.,Vucurovic,I.,Krstic,B.	2024-07-14T00:00:00Z								Wheat dwarf virus		10834
PP840304.1			COMPLETE		Cameroon	Africa								Saccharum officinarum		4547	true				2022-05	Cam3-REPA	plant leaf		2755				4		2024-06-04T00:00:00Z	GenBank		CIRAD, BIOS	France	Daugrois,J.H.,Ahondopke,B.,Galzi,S.,Julian,C.,Filloux,D.,Rott,P.C.,Roumagnac,P.	2024-06-04T00:00:00Z								Sugarcane chlorotic streak virus		1919062
PP840303.1			COMPLETE		Cameroon	Africa								Saccharum officinarum		4547	true				2022-05	Cam2-REPA	plant leaf		2756				4		2024-06-04T00:00:00Z	GenBank		CIRAD, BIOS	France	Daugrois,J.H.,Ahondopke,B.,Galzi,S.,Julian,C.,Filloux,D.,Rott,P.C.,Roumagnac,P.	2024-06-04T00:00:00Z								Sugarcane chlorotic streak virus		1919062
PP840302.1			COMPLETE		Cameroon	Africa								Saccharum officinarum		4547	true				2022-05	Cam2-IR	plant leaf		2756				4		2024-06-04T00:00:00Z	GenBank		CIRAD, BIOS	France	Daugrois,J.H.,Ahondopke,B.,Galzi,S.,Julian,C.,Filloux,D.,Rott,P.C.,Roumagnac,P.	2024-06-04T00:00:00Z								Sugarcane chlorotic streak virus		1919062
PP840301.1			COMPLETE		Cameroon	Africa								Saccharum officinarum		4547	true				2022-05	Cam1-REPA	plant leaf		2756				4		2024-06-04T00:00:00Z	GenBank		CIRAD, BIOS	France	Daugrois,J.H.,Ahondopke,B.,Galzi,S.,Julian,C.,Filloux,D.,Rott,P.C.,Roumagnac,P.	2024-06-04T00:00:00Z								Sugarcane chlorotic streak virus		1919062
PP840300.1			COMPLETE		Cameroon	Africa								Saccharum officinarum		4547	true				2022-05	Cam1-IR	plant leaf		2756				4		2024-06-04T00:00:00Z	GenBank		CIRAD, BIOS	France	Daugrois,J.H.,Ahondopke,B.,Galzi,S.,Julian,C.,Filloux,D.,Rott,P.C.,Roumagnac,P.	2024-06-04T00:00:00Z								Sugarcane chlorotic streak virus		1919062
PP723012.1			PARTIAL		Iran	Asia								Triticum aestivum		4565					2023-05-08	Razan			787						2024-05-07T00:00:00Z	GenBank		Bu- Ali Sina University, Plant Protection	Iran	Tajook,F.,Pakdel,A.	2024-05-07T00:00:00Z								Wheat dwarf virus		10834
PP723011.1			PARTIAL		Iran	Asia								Triticum aestivum		4565					2023-05-07	kabudrahang			775						2024-05-07T00:00:00Z	GenBank		Bu- Ali Sina University, Plant Protection	Iran	Tajook,F.,Pakdel,A.	2024-05-07T00:00:00Z								Wheat dwarf virus		10834
PP723010.1			PARTIAL		Iran	Asia								Triticum aestivum		4565					2023-05-06	Famenin			766						2024-05-07T00:00:00Z	GenBank		Bu- Ali Sina University, Plant Protection	Iran	Tajook,F.,Pakdel,A.	2024-05-07T00:00:00Z								Wheat dwarf virus		10834
PP579965.1			PARTIAL		Philippines: (Koronadal, South Cotabato)	Asia								Zea mays		4577	true				2023-08	PHIL-South Cotabato Kd2023			1208				2		2024-04-16T00:00:00Z	GenBank		University of the Philppines Los Banos, Institute of Weed Science, Entomology and Plant Pathology, College of Agriculture and Food Science	Philippines	Domalanta,J.C.,Sta Cruz,F.C.,Nieto,F.G.M.	2024-04-16T00:00:00Z								Maize streak virus		10821
PP579964.1			PARTIAL		Philippines: (Lake Sebu, South Cotabato)	Asia								Zea mays		4577	true				2023-08	PHIL-South Cotabato LS2023			1208				2		2024-04-16T00:00:00Z	GenBank		University of the Philppines Los Banos, Institute of Weed Science, Entomology and Plant Pathology, College of Agriculture and Food Science	Philippines	Domalanta,J.C.,Sta Cruz,F.C.,Abrazado,A.F.	2024-04-16T00:00:00Z								Maize streak virus		10821
PP579963.1			PARTIAL		Philippines: (Carmen, North Cotabato)	Asia								Zea mays		4577	true				2023-08	PHIL-North Cotabato Cm2023			1208				2		2024-04-16T00:00:00Z	GenBank		University of the Philppines Los Banos, Institute of Weed Science, Entomology and Plant Pathology, College of Agriculture and Food Science	Philippines	Domalanta,J.C.,Sta Cruz,F.C.,Abrazado,A.F.	2024-04-16T00:00:00Z								Maize streak virus		10821
PP579962.1			PARTIAL		Philippines: (Alamada, North Cotabato)	Asia								Zea mays		4577	true				2023-08	PHIL-North Cotabato Al2023			1208				2		2024-04-16T00:00:00Z	GenBank		University of the Philppines Los Banos, Institute of Weed Science, Entomology and Plant Pathology, College of Agriculture and Food Science	Philippines	Domalanta,J.C.,Sta Cruz,F.C.,Abrazado,A.F.	2024-04-16T00:00:00Z								Maize streak virus		10821
PP468567.1			PARTIAL		Philippines: (Dalwangan) Malaybalay, Bukidnon	Asia								Zea mays		4577	true				2023-08	PHIL-Bukidnon Mlb2023			1208				2		2024-03-18T00:00:00Z	GenBank		University of the Philppines Los Banos, Institute of Weed Science, Entomology and Plant Pathology, College of Agriculture and Food Science	Philippines	Sta Cruz,F.C.,Domalanta,J.C.,Nieto,F.G.M.	2024-03-18T00:00:00Z								Maize streak virus		10821
PP468566.1			PARTIAL		Philippines: Impasug-ong, Bukidnon	Asia								Zea mays		4577	true				2023-08	PHIL-Bukidnon Imp2023			1208				2		2024-03-18T00:00:00Z	GenBank		University of the Philppines Los Banos, Institute of Weed Science, Entomology and Plant Pathology, College of Agriculture and Food Science	Philippines	Sta Cruz,F.C.,Domalanta,J.C.,Nieto,F.G.M.	2024-03-18T00:00:00Z								Maize streak virus		10821
PP468565.1			PARTIAL		Philippines: Sumilao, Bukidnon	Asia								Zea mays		4577	true				2023-08	PHIL-Bukidnon Sum2023			1208				2		2024-03-18T00:00:00Z	GenBank		University of the Philppines Los Banos, Institute of Weed Science, Entomology and Plant Pathology, College of Agriculture and Food Science	Philippines	Sta Cruz,F.C.,Domalanta,J.C.,Nieto,F.G.M.	2024-03-18T00:00:00Z								Maize streak virus		10821
PP461403.1			COMPLETE		Ecuador	South America								Sorghum halepense		4560					2021-08	Santa_Ana-Jg_2021			2882						2024-03-16T00:00:00Z	GenBank		ESPOL, CIBE	Ecuador	Quito-Avila,D.	2024-03-16T00:00:00Z								Sorghum arundinaceum associated virus		2596883
OR983352.1			PARTIAL		Philippines	Asia								Zea mays		4577	true				2023-08	PHIL-South Cotabato GS2023			1208				2		2024-01-07T00:00:00Z	GenBank		University of the Philppines Los Banos, Institute of Weed Science, Entomology and Plant Pathology, College of Agriculture and Food Science	Philippines	Sta. Cruz,F.C.,Domalanta,J.C.,Nieto,F.G.M.	2024-01-07T00:00:00Z								Maize streak virus		10821
OR983351.1			PARTIAL		Philippines	Asia								Zea mays		4577	true				2023-06	PHIL-Bukidnon MF2023			1208				2		2024-01-07T00:00:00Z	GenBank		University of the Philppines Los Banos, Institute of Weed Science, Entomology and Plant Pathology, College of Agriculture and Food Science	Philippines	Sta. Cruz,F.C.,Domalanta,J.C.,Nieto,F.G.M.	2024-01-07T00:00:00Z								Maize streak virus		10821
OR782949.1			PARTIAL		South Korea	Asia								Ipomoea batatas		4120	true				2023-08-18	JNH			370				1		2023-11-18T00:00:00Z	GenBank		Seoul Women's University, Plant Virus GenBank		Bang,Y.H.,Song,E.G.,Ryu,K.H.	2023-11-18T00:00:00Z								Sweet potato symptomless virus 1		603333
OR782944.1			PARTIAL		South Korea	Asia								Ipomoea batatas		4120	true				2023-08-20	GI			370				1		2023-11-18T00:00:00Z	GenBank		Seoul Women's University, Plant Virus GenBank		Bang,Y.H.,Song,E.G.,Ryu,K.H.	2023-11-18T00:00:00Z								Sweet potato symptomless virus 1		603333
