Accession	BioProjects	BioSample accession	Completeness	Gene count	Geographic Location	Geographic Region	Host Common Name	Host Infraspecific Names Breed	Host Infraspecific Names Cultivar	Host Infraspecific Names Ecotype	Host Infraspecific Names Isolate	Host Infraspecific Names Sex	Host Infraspecific Names Strain	Host Name	Host Pangolin Classification	Host Taxonomic ID	Is Annotated	Is Complete	Is Lab Host	Is Vaccine Strain	Isolate Collection date	Isolate Lineage	Isolate Lineage source	Lab Host	Length	Mature peptide count	Molecule type	Nucleotide completeness	Protein count	Purpose of Sampling	Release date	Source database	SRA Accessions	Submitter Affiliation	Submitter Country	Submitter Names	Update date	Virus Common Name	Virus Infraspecific Names Breed	Virus Infraspecific Names Cultivar	Virus Infraspecific Names Ecotype	Virus Infraspecific Names Isolate	Virus Infraspecific Names Sex	Virus Infraspecific Names Strain	Virus Name	Virus Pangolin Classification	Virus Taxonomic ID
MW413549.1			COMPLETE														true					LA-1			3641				5		2022-05-02T00:00:00Z	GenBank		Guangxi Academy of Agricultural Sciences, Plant Protection Research Institute	China	Li,Z.,Liu,L.,Cui,L.,Chen,J.,Zhu,Y.,Li,J.,Xie,H.,Qin,B.,Cai,J.	2022-05-02T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MW160707.1			COMPLETE		China	Asia								Citrus maxima		37334	true				2020-07-20	CCDaV-JX			3642				5		2022-01-25T00:00:00Z	GenBank		Gannan Normal University, College of Life Science	China	Huang,A.J.,Ding,M.,Wang,Y.,Gu,P.P.	2022-01-25T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MT683770.1			COMPLETE		China	Asia								Citrus		2706	true				2019	YN-EL-77			3641				5		2022-03-23T00:00:00Z	GenBank		Citrus Research Institute Chinese Academy of Agricultural Sciences, The National Citrus Virus Exclusion Center	China	Yang,Z.,Zhang,L.,Zhao,J.-F.,Zhang,X.-K.,Wang,Y.,Li,T.-S.,Zhang,W.,Zhou,Y.	2022-03-23T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MT683769.1			COMPLETE		China	Asia								Citrus		2706	true				2019	YN-EL-19			3642				5		2022-03-23T00:00:00Z	GenBank		Citrus Research Institute Chinese Academy of Agricultural Sciences, The National Citrus Virus Exclusion Center	China	Yang,Z.,Zhang,L.,Zhao,J.-F.,Zhang,X.-K.,Wang,Y.,Li,T.-S.,Zhang,W.,Zhou,Y.	2022-03-23T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MT683768.1			COMPLETE		China	Asia								Citrus		2706	true				2019	YN-EL-93			3641				5		2022-03-23T00:00:00Z	GenBank		Citrus Research Institute Chinese Academy of Agricultural Sciences, The National Citrus Virus Exclusion Center	China	Yang,Z.,Zhang,L.,Zhao,J.-F.,Zhang,X.-K.,Wang,Y.,Li,T.-S.,Zhang,W.,Zhou,Y.	2022-03-23T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MT683767.1			COMPLETE		China	Asia								Citrus		2706	true				2019	GX-RG-3			3642				5		2022-03-23T00:00:00Z	GenBank		Citrus Research Institute Chinese Academy of Agricultural Sciences, The National Citrus Virus Exclusion Center	China	Yang,Z.,Zhang,L.,Zhao,J.-F.,Zhang,X.-K.,Wang,Y.,Li,T.-S.,Zhang,W.,Zhou,Y.	2022-03-23T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MT683766.1			COMPLETE		China	Asia								Citrus		2706	true				2019	YN-EL-71			3641				5		2022-03-23T00:00:00Z	GenBank		Citrus Research Institute Chinese Academy of Agricultural Sciences, The National Citrus Virus Exclusion Center	China	Yang,Z.,Zhang,L.,Zhao,J.-F.,Zhang,X.-K.,Wang,Y.,Li,T.-S.,Zhang,W.,Zhou,Y.	2022-03-23T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MT680012.1			COMPLETE		China	Asia								Citrus		2706	true				2019	YN-EL-72			3642				5		2022-03-23T00:00:00Z	GenBank		Citrus Research Institute Chinese Academy of Agricultural Sciences, The National Citrus Virus Exclusion Center	China	Yang,Z.,Zhang,L.,Zhao,J.-F.,Zhang,X.-K.,Wang,Y.,Li,T.-S.,Zhang,W.,Zhou,Y.	2022-03-23T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MT680011.1			COMPLETE		China	Asia								Citrus		2706	true				2019	GX-RG-2			3643				5		2022-03-23T00:00:00Z	GenBank		Citrus Research Institute Chinese Academy of Agricultural Sciences, The National Citrus Virus Exclusion Center	China	Yang,Z.,Zhang,L.,Zhao,J.-F.,Zhang,X.-K.,Wang,Y.,Li,T.-S.,Zhang,W.,Zhou,Y.	2022-03-23T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MT680010.1			COMPLETE		China	Asia								Citrus		2706	true				2019	YN-EL-131			3641				5		2022-03-23T00:00:00Z	GenBank		Citrus Research Institute Chinese Academy of Agricultural Sciences, The National Citrus Virus Exclusion Center	China	Yang,Z.,Zhang,L.,Zhao,J.-F.,Zhang,X.-K.,Wang,Y.,Li,T.-S.,Zhang,W.,Zhou,Y.	2022-03-23T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MT680009.1			COMPLETE		China	Asia								Citrus		2706	true				2019	YN-ML-66			3641				5		2022-03-23T00:00:00Z	GenBank		Citrus Research Institute Chinese Academy of Agricultural Sciences, The National Citrus Virus Exclusion Center	China	Yang,Z.,Zhang,L.,Zhao,J.-F.,Zhang,X.-K.,Wang,Y.,Li,T.-S.,Zhang,W.,Zhou,Y.	2022-03-23T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MT680008.1			COMPLETE		China	Asia								Citrus		2706	true				2019	YN-EL-26			3641				5		2022-03-23T00:00:00Z	GenBank		Citrus Research Institute Chinese Academy of Agricultural Sciences, The National Citrus Virus Exclusion Center	China	Yang,Z.,Zhang,L.,Zhao,J.-F.,Zhang,X.-K.,Wang,Y.,Li,T.-S.,Zhang,W.,Zhou,Y.	2022-03-23T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MT680007.1			COMPLETE		China	Asia								Citrus		2706	true				2019	YN-RG-1			3642				5		2022-03-23T00:00:00Z	GenBank		Citrus Research Institute Chinese Academy of Agricultural Sciences, The National Citrus Virus Exclusion Center	China	Yang,Z.,Zhang,L.,Zhao,J.-F.,Zhang,X.-K.,Wang,Y.,Li,T.-S.,Zhang,W.,Zhou,Y.	2022-03-23T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MT680006.1			COMPLETE		China	Asia								Citrus		2706	true				2019	GX-RG-1			3642				5		2022-03-23T00:00:00Z	GenBank		Citrus Research Institute Chinese Academy of Agricultural Sciences, The National Citrus Virus Exclusion Center	China	Yang,Z.,Zhang,L.,Zhao,J.-F.,Zhang,X.-K.,Wang,Y.,Li,T.-S.,Zhang,W.,Zhou,Y.	2022-03-23T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MT680005.1			COMPLETE		China	Asia								Citrus		2706	true				2019	YN-Th-168			3641				5		2022-03-23T00:00:00Z	GenBank		Citrus Research Institute Chinese Academy of Agricultural Sciences, The National Citrus Virus Exclusion Center	China	Yang,Z.,Zhang,L.,Zhao,J.-F.,Zhang,X.-K.,Wang,Y.,Li,T.-S.,Zhang,W.,Zhou,Y.	2022-03-23T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MT680004.1			COMPLETE		China	Asia								Citrus		2706	true				2019	YN-EL-9			3642				5		2022-03-23T00:00:00Z	GenBank		Citrus Research Institute Chinese Academy of Agricultural Sciences, The National Citrus Virus Exclusion Center	China	Yang,Z.,Zhang,L.,Zhao,J.-F.,Zhang,X.-K.,Wang,Y.,Li,T.-S.,Zhang,W.,Zhou,Y.	2022-03-23T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MT680003.1			COMPLETE		China	Asia								Citrus		2706	true				2019	YN-EL-94			3641				5		2022-03-23T00:00:00Z	GenBank		Citrus Research Institute Chinese Academy of Agricultural Sciences, The National Citrus Virus Exclusion Center	China	Yang,Z.,Zhang,L.,Zhao,J.-F.,Zhang,X.-K.,Wang,Y.,Li,T.-S.,Zhang,W.,Zhou,Y.	2022-03-23T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MT680002.1			COMPLETE		China	Asia								Citrus		2706	true				2019	YN-RG-2			3642				5		2022-03-23T00:00:00Z	GenBank		Citrus Research Institute Chinese Academy of Agricultural Sciences, The National Citrus Virus Exclusion Center	China	Yang,Z.,Zhang,L.,Zhao,J.-F.,Zhang,X.-K.,Wang,Y.,Li,T.-S.,Zhang,W.,Zhou,Y.	2022-03-23T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MT680001.1			COMPLETE		China	Asia								Citrus		2706	true				2019	GD-sh-1			3640				5		2022-03-23T00:00:00Z	GenBank		Citrus Research Institute Chinese Academy of Agricultural Sciences, The National Citrus Virus Exclusion Center	China	Yang,Z.,Zhang,L.,Zhao,J.-F.,Zhang,X.-K.,Wang,Y.,Li,T.-S.,Zhang,W.,Zhou,Y.	2022-03-23T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MT655993.1			COMPLETE		China	Asia								Citrus maxima		37334	true				2020-03-15	PL8			3641				5		2021-08-21T00:00:00Z	GenBank		Southwest University, Citrus Research Institute	China	Liu,X.	2021-08-21T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MT655992.1			COMPLETE		China	Asia								Citrus maxima		37334	true				2020-03-15	PL7			3642				5		2021-08-21T00:00:00Z	GenBank		Southwest University, Citrus Research Institute	China	Liu,X.	2021-08-21T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MT655991.1			COMPLETE		China	Asia								Citrus maxima		37334	true				2020-03-15	PL6			3642				5		2021-08-21T00:00:00Z	GenBank		Southwest University, Citrus Research Institute	China	Liu,X.	2021-08-21T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MT655990.1			COMPLETE		China	Asia								Citrus maxima		37334	true				2020-03-15	PL5			3642				5		2021-08-21T00:00:00Z	GenBank		Southwest University, Citrus Research Institute	China	Liu,X.	2021-08-21T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MT655989.1			COMPLETE		China	Asia								Citrus maxima		37334	true				2020-03-15	PL4			3642				5		2021-08-21T00:00:00Z	GenBank		Southwest University, Citrus Research Institute	China	Liu,X.	2021-08-21T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MT655988.1			COMPLETE		China	Asia								Citrus maxima		37334	true				2020-03-15	PL3			3642				5		2021-08-21T00:00:00Z	GenBank		Southwest University, Citrus Research Institute	China	Liu,X.	2021-08-21T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MT655987.1			COMPLETE		China	Asia								Citrus maxima		37334	true				2020-03-15	PL2			3643				5		2021-08-21T00:00:00Z	GenBank		Southwest University, Citrus Research Institute	China	Liu,X.	2021-08-21T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MT655986.1			COMPLETE		China	Asia								Citrus maxima		37334	true				2020-03-15	PL1			3642				5		2021-08-21T00:00:00Z	GenBank		Southwest University, Citrus Research Institute	China	Liu,X.	2021-08-21T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MT492447.1			PARTIAL		Turkey: Adana	Asia								Citrus limon		2708	true				2018-04-18	NO-NG5			1029				2		2020-10-12T00:00:00Z	GenBank		Cukurova University, Plant Protection	Turkey	Onelge,N.	2020-10-12T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MT492446.1			PARTIAL		Turkey: Adana	Asia								Citrus aurantium		43166	true				2018-04-05	NO-NG4			944				1		2020-10-12T00:00:00Z	GenBank		Cukurova University, Plant Protection	Turkey	Onelge,N.	2020-10-12T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MT492445.1			PARTIAL		Turkey: Adana	Asia								Citrus limon		2708	true				2018-04-05	NO-NG3			1049				1		2020-10-12T00:00:00Z	GenBank		Cukurova University, Plant Protection	Turkey	Onelge,N.	2020-10-12T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MT492444.1			PARTIAL		Turkey: Adana	Asia								Citrus limon		2708	true				2018-04-05	NO-NG2			1147				2		2020-10-12T00:00:00Z	GenBank		Cukurova University, Plant Protection	Turkey	Onelge,N.	2020-10-12T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MT492443.1			PARTIAL		Turkey: Adana	Asia								Citrus limon		2708					2018-04-05	NO-NG1			951						2020-10-12T00:00:00Z	GenBank		Cukurova University, Plant Protection	Turkey	Onelge,N.	2020-10-12T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MN595128.1			COMPLETE		China	Asia								Broussonetia papyrifera		172644	true				2018-05	TL			3757				6		2020-05-27T00:00:00Z	GenBank		Citrus Research Institute China, National Citrus Virus Exclusion Center	China	Qiu,Y.,Zhang,S.,Yu,H.,Xuan,Z.,Yang,L.,Zhan,B.,Murilo Zerbini,F.,Cao,M.	2020-05-27T00:00:00Z								Paper mulberry leaf curling associated virus 2		2738470
MN595127.1			COMPLETE		China	Asia								Broussonetia papyrifera		172644	true				2018-05	SWU			3763				6		2020-05-27T00:00:00Z	GenBank		Citrus Research Institute China, National Citrus Virus Exclusion Center	China	Qiu,Y.,Zhang,S.,Yu,H.,Xuan,Z.,Yang,L.,Zhan,B.,Murilo Zerbini,F.,Cao,M.	2020-05-27T00:00:00Z								Paper mulberry leaf curling associated virus 2		2738470
MN595126.1			COMPLETE		China	Asia								Broussonetia papyrifera		172644	true				2018-05	HY			3756				6		2020-05-27T00:00:00Z	GenBank		Citrus Research Institute China, National Citrus Virus Exclusion Center	China	Qiu,Y.,Zhang,S.,Yu,H.,Xuan,Z.,Yang,L.,Zhan,B.,Murilo Zerbini,F.,Cao,M.	2020-05-27T00:00:00Z								Paper mulberry leaf curling associated virus 2		2738470
MN509442.1			COMPLETE		Thailand	Asia								Citrus		2706	true				2019	Tha30			3641				5		2020-03-15T00:00:00Z	GenBank		Citrus Research Institute Chinese Academy of Agricultural Sciences, The National Citrus Virus Exclusion Center	China	Yang,Z.,Zhang,L.,Zhao,J.,Li,T.,Liu,Q.,Cao,M.,Zhou,Y.,Zhao,J.F.,Li,T.S.	2020-03-15T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MN509441.1			COMPLETE		Thailand	Asia								Citrus		2706	true				2019	Tha1-17			3642				5		2020-03-15T00:00:00Z	GenBank		Citrus Research Institute Chinese Academy of Agricultural Sciences, The National Citrus Virus Exclusion Center	China	Yang,Z.,Zhang,L.,Zhao,J.,Li,T.,Liu,Q.,Cao,M.,Zhou,Y.,Zhao,J.F.,Li,T.S.	2020-03-15T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MN509440.1			COMPLETE		Thailand	Asia								Citrus		2706	true				2019	Tha1-19			3639				5		2020-03-15T00:00:00Z	GenBank		Citrus Research Institute Chinese Academy of Agricultural Sciences, The National Citrus Virus Exclusion Center	China	Yang,Z.,Zhang,L.,Zhao,J.,Li,T.,Liu,Q.,Cao,M.,Zhou,Y.,Zhao,J.F.,Li,T.S.	2020-03-15T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MN481906.1			PARTIAL		Thailand	Asia								Citrus		2706	true				2019	Tha1-19			789				1		2021-09-16T00:00:00Z	GenBank		Citrus Research Institute Chinese Academy of Agricultural Sciences, The National Citrus Virus Exclusion Center	China	Yang,Z.,Zhang,L.,Zhao,J.F.,Li,T.S.,Zhou,Y.	2021-09-16T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MN481905.1			PARTIAL		Thailand	Asia								Citrus		2706	true				2019	Tha1-17			789				1		2021-09-16T00:00:00Z	GenBank		Citrus Research Institute Chinese Academy of Agricultural Sciences, The National Citrus Virus Exclusion Center	China	Yang,Z.,Zhang,L.,Zhao,J.F.,Li,T.S.,Zhou,Y.	2021-09-16T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MN481904.1			PARTIAL		Thailand	Asia								Citrus		2706	true				2019	Tha30			789				1		2021-09-16T00:00:00Z	GenBank		Citrus Research Institute Chinese Academy of Agricultural Sciences, The National Citrus Virus Exclusion Center	China	Yang,Z.,Zhang,L.,Zhao,J.F.,Li,T.S.,Zhou,Y.	2021-09-16T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MN481903.1			PARTIAL		Thailand	Asia								Citrus		2706	true				2019	Tha29			789				1		2021-09-16T00:00:00Z	GenBank		Citrus Research Institute Chinese Academy of Agricultural Sciences, The National Citrus Virus Exclusion Center	China	Yang,Z.,Zhang,L.,Zhao,J.F.,Li,T.S.,Zhou,Y.	2021-09-16T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MN481902.1			PARTIAL		Thailand	Asia								Citrus		2706	true				2019	Tha28			790				1		2021-09-16T00:00:00Z	GenBank		Citrus Research Institute Chinese Academy of Agricultural Sciences, The National Citrus Virus Exclusion Center	China	Yang,Z.,Zhang,L.,Zhao,J.F.,Li,T.S.,Zhou,Y.	2021-09-16T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MN481901.1			PARTIAL		Thailand	Asia								Citrus		2706	true				2019	Tha1			789				1		2021-09-16T00:00:00Z	GenBank		Citrus Research Institute Chinese Academy of Agricultural Sciences, The National Citrus Virus Exclusion Center	China	Yang,Z.,Zhang,L.,Zhao,J.F.,Li,T.S.,Zhou,Y.	2021-09-16T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MN480470.1			PARTIAL		Thailand	Asia								Citrus		2706	true				2019	Tha26			789				1		2021-09-16T00:00:00Z	GenBank		Citrus Research Institute Chinese Academy of Agricultural Sciences, The National Citrus Virus Exclusion Center	China	Yang,Z.,Zhang,L.,Zhao,J.F.,Li,T.S.,Zhou,Y.	2021-09-16T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MK613869.1			COMPLETE		China	Asia								Camellia sinensis		4442	true				2017-06	Hangzhou1			3696				6		2019-09-25T00:00:00Z	GenBank		Northeast Agriculture University, College of Agriculture	China	Cheng,X.,Wu,X.,Liu,J.	2019-09-25T00:00:00Z								Camellia chlorotic dwarf-associated virus		2122733
MK513655.1			PARTIAL		Turkey	Asia								Citrus aurantium		43166	true				2017-07-12	CCDAV/CU-SO	plant leaf		327				1		2019-09-02T00:00:00Z	GenBank		Cukurova University, Plant Pathology	Turkey	Onelge,N.	2019-09-02T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MK496632.1			PARTIAL		Turkey	Asia								Citrus sinensis		2711	true				2016-05-12	CCDAV/CUN			477				1		2019-09-02T00:00:00Z	GenBank		Cukurova University, Plant Pathology	Turkey	Onelge,N.	2019-09-02T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MG696802.1			COMPLETE		Brazil	South America								Passiflora edulis		78168	true				2014	CDS_MS_BR_2014			3743				6		2018-04-17T00:00:00Z	GenBank		Arizona State University, The Biodesign Center of Fundamental and Applied Microbiomics	USA	Fontenele,R.S.,Abreu,R.A.,Lamas,N.S.,Alves-Freitas,D.M.T.,Vidal,A.H.,Poppiel,R.R.,Melo,F.L.,Lacorte,C.,Martin,D.P.,Campos,M.A.,Varsani,A.,Ribeiro,S.G.	2018-04-17T00:00:00Z								Passion fruit chlorotic mottle virus		2162638
MG581738.1			PARTIAL		Turkey	Asia								Citrus sinensis		2711	true				2017-04-21	ANT80			765				1		2018-06-17T00:00:00Z	GenBank		Canakkale Onsekiz Mart University, Plant Protection	Turkey	Karanfil,A.,Korkmaz,S.	2018-06-17T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MG581737.1			PARTIAL		Turkey	Asia								Citrus limon		2708	true				2017-04-21	ANT79			765				1		2018-06-17T00:00:00Z	GenBank		Canakkale Onsekiz Mart University, Plant Protection	Turkey	Karanfil,A.,Korkmaz,S.	2018-06-17T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MG581736.1			PARTIAL		Turkey	Asia								Citrus sinensis		2711	true				2017-04-22	ADA78			765				1		2018-06-17T00:00:00Z	GenBank		Canakkale Onsekiz Mart University, Plant Protection	Turkey	Karanfil,A.,Korkmaz,S.	2018-06-17T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MG581735.1			PARTIAL		Turkey	Asia								Citrus		2706	true				2017-04-22	ADA75			765				1		2018-06-17T00:00:00Z	GenBank		Canakkale Onsekiz Mart University, Plant Protection	Turkey	Karanfil,A.,Korkmaz,S.	2018-06-17T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
MG581734.1			PARTIAL		Turkey	Asia								Citrus		2706	true				2017-04-22	ADA74			765				1		2018-06-17T00:00:00Z	GenBank		Canakkale Onsekiz Mart University, Plant Protection	Turkey	Karanfil,A.,Korkmaz,S.	2018-06-17T00:00:00Z								Citrus chlorotic dwarf associated virus		1202142
