Accession	BioProjects	BioSample accession	Completeness	Gene count	Geographic Location	Geographic Region	Host Common Name	Host Infraspecific Names Breed	Host Infraspecific Names Cultivar	Host Infraspecific Names Ecotype	Host Infraspecific Names Isolate	Host Infraspecific Names Sex	Host Infraspecific Names Strain	Host Name	Host Pangolin Classification	Host Taxonomic ID	Is Annotated	Is Complete	Is Lab Host	Is Vaccine Strain	Isolate Collection date	Isolate Lineage	Isolate Lineage source	Lab Host	Length	Mature peptide count	Molecule type	Nucleotide completeness	Protein count	Purpose of Sampling	Release date	Source database	SRA Accessions	Submitter Affiliation	Submitter Country	Submitter Names	Update date	Virus Common Name	Virus Infraspecific Names Breed	Virus Infraspecific Names Cultivar	Virus Infraspecific Names Ecotype	Virus Infraspecific Names Isolate	Virus Infraspecific Names Sex	Virus Infraspecific Names Strain	Virus Name	Virus Pangolin Classification	Virus Taxonomic ID
ON014774.1			COMPLETE		Iran: Neyshabur,Khorasan Razavi province	Asia								Capsicum annuum		4072	true				2017	IR:Neyshabur/Pepper-2017			2845				5		2023-05-08T00:00:00Z	GenBank		Ferdowsi University, Plant Protection	Iran	Mehrabi Nasab,A.,Mehrvar,M.	2023-05-08T00:00:00Z								Beet curly top Iran virus		391228
ON014773.1			COMPLETE		Iran: Bahar village,Mashhad,Khorasan Razavi province	Asia								Capsicum annuum		4072	true				2016	IR:Mashhad/Pepper-2016			2846				5		2023-05-08T00:00:00Z	GenBank		Ferdowsi University, Plant Protection	Iran	Mehrabi Nasab,A.,Mehrvar,M.	2023-05-08T00:00:00Z								Beet curly top Iran virus		391228
ON014772.1			COMPLETE		Iran: Bahar village,Mashhad,Khorasan Razavi province	Asia								Solanum lycopersicum		4081	true				2016	IR:Mashhad/Tomato-2016			2859				5		2023-05-08T00:00:00Z	GenBank		Ferdowsi University, Plant Protection	Iran	Mehrabi Nasab,A.,Mehrvar,M.	2023-05-08T00:00:00Z								Beet curly top Iran virus		391228
ON014771.1			COMPLETE		Iran: Neyshabur,Khorasan Razavi province	Asia								Spinacia oleracea		3562	true				2017	IR:Neyshabur/Spinach-2017			2845				5		2023-05-08T00:00:00Z	GenBank		Ferdowsi University, Plant Protection	Iran	Mehrabi Nasab,A.,Mehrvar,M.	2023-05-08T00:00:00Z								Beet curly top Iran virus		391228
ON014770.1			COMPLETE		Iran: Hesar Joq village,Neyshabur,Khorasan Razavi province	Asia								Spinacia oleracea		3562	true				2016	IR:Neyshabur/Spinach-2016			2846				5		2023-05-08T00:00:00Z	GenBank		Ferdowsi University, Plant Protection	Iran	Mehrabi Nasab,A.,Mehrvar,M.	2023-05-08T00:00:00Z								Beet curly top Iran virus		391228
ON014769.1			COMPLETE		Iran: Hesar Joq village,Neyshabur,Khorasan	Asia								Brassica rapa var. rapa		1652998	true				2017	IR:Neyshabur/Turnip-2017			2844				5		2023-05-08T00:00:00Z	GenBank		Ferdowsi University, Plant Protection	Iran	Mehrabi Nasab,A.,Mehrvar,M.	2023-05-08T00:00:00Z								Beet curly top Iran virus		391228
ON014768.1			COMPLETE		Iran: Fariman,Khorasan Razavi province	Asia								Brassica rapa var. rapa		1652998	true				2016	IR:Fariman/Turnip-2016			2857				5		2023-05-08T00:00:00Z	GenBank		Ferdowsi University, Plant Protection	Iran	Mehrabi Nasab,A.,Mehrvar,M.	2023-05-08T00:00:00Z								Beet curly top Iran virus		391228
ON014767.1			COMPLETE		Iran: Fariman,Khorasan Razavi province	Asia								Beta vulgaris		161934	true				2017	IR:Fariman/Beet-2017			2846				5		2023-05-08T00:00:00Z	GenBank		Ferdowsi University, Plant Protection	Iran	Mehrabi Nasab,A.,Mehrvar,M.	2023-05-08T00:00:00Z								Beet curly top Iran virus		391228
ON014766.1			COMPLETE		Iran: Toroq,Mashhad,Khorasan Razavi province	Asia								Beta vulgaris		161934	true				2016	IR:Torog/Beet-2016			2846				5		2023-05-08T00:00:00Z	GenBank		Ferdowsi University, Plant Protection	Iran	Mehrabi Nasab,A.,Mehrvar,M.	2023-05-08T00:00:00Z								Beet curly top Iran virus		391228
NC_037065.1	PRJNA485481		COMPLETE		South Africa	Africa								Exomis microphylla		378845	true				2012	2-90-C1			2974				5		2018-02-22T00:00:00Z	RefSeq		National Center for Biotechnology Information, NIH	USA	Claverie,S.,Bernardo,P.,Kraberger,S.,Hartnady,P.,Lefeuvre,P.,Lett,J.-M.,Filloux,D.,Harkins,G.W.,Varsani,A.,Martin,D.P.,Roumagnac,P.	2018-08-13T00:00:00Z								Exomis microphylla associated virus		2093275
NC_015051.1	PRJNA485481		COMPLETE		USA	North America								Spinacia oleracea		3562	true				2009	09-10 spinach			2860				5		2011-02-09T00:00:00Z	RefSeq		National Center for Biotechnology Information, NIH	USA	Hernandez-Zepeda,C.,Arguello-Astorga,G.,Brown,J.K.	2018-08-13T00:00:00Z								Spinach curly top Arizona virus		945225
NC_010417.1	PRJNA485481		COMPLETE		Iran: Kerman	Asia								Beta vulgaris subsp. vulgaris		3555	true					Kerman			2845				5		2008-03-04T00:00:00Z	RefSeq		National Center for Biotechnology Information, NIH	USA	Yazdi,H.R.,Heydarnejad,J.,Massumi,H.,Bolok Yazdi,H.R.,Hosseini Abhari,E.	2018-08-13T00:00:00Z								Beet curly top Iran virus		391228
MT840870.1			COMPLETE		USA	North America								Opuntia santa-rita		1041265	true				2018	S18_17	plant tissue		2972				4		2021-04-18T00:00:00Z	GenBank		Arizona State University - The Biodesign Institute, Center for Fundamental and Applied Metagenomics	USA	Fontenele,R.S.,Schimidlin,K.,Majure,L.C.,Salywon,A.,Kraberger,S.,Cobb,I.,Varsani,A.	2021-04-18T00:00:00Z								Becurtovirus sp.		2809181
MT840869.1			COMPLETE		USA	North America								Opuntia engelmannii		867486	true				2018	UTH_RH6	plant tissue		2970				4		2021-04-18T00:00:00Z	GenBank		Arizona State University - The Biodesign Institute, Center for Fundamental and Applied Metagenomics	USA	Fontenele,R.S.,Schimidlin,K.,Majure,L.C.,Salywon,A.,Kraberger,S.,Cobb,I.,Varsani,A.	2021-04-18T00:00:00Z								Becurtovirus sp.		2809181
MT840868.1			COMPLETE		USA	North America								Opuntia		106975	true				2018	TM3_2	plant tissue		2970				4		2021-04-18T00:00:00Z	GenBank		Arizona State University - The Biodesign Institute, Center for Fundamental and Applied Metagenomics	USA	Fontenele,R.S.,Schimidlin,K.,Majure,L.C.,Salywon,A.,Kraberger,S.,Cobb,I.,Varsani,A.	2021-04-18T00:00:00Z								Becurtovirus sp.		2809181
MT840867.1			COMPLETE		USA	North America											true				2018	SI_68			2970				4		2021-04-18T00:00:00Z	GenBank		Arizona State University - The Biodesign Institute, Center for Fundamental and Applied Metagenomics	USA	Fontenele,R.S.,Schimidlin,K.,Majure,L.C.,Salywon,A.,Kraberger,S.,Cobb,I.,Varsani,A.	2021-04-18T00:00:00Z								Becurtovirus sp.		2809181
MT840866.1			COMPLETE		USA	North America											true				2018	SI_47			2971				4		2021-04-18T00:00:00Z	GenBank		Arizona State University - The Biodesign Institute, Center for Fundamental and Applied Metagenomics	USA	Fontenele,R.S.,Schimidlin,K.,Majure,L.C.,Salywon,A.,Kraberger,S.,Cobb,I.,Varsani,A.	2021-04-18T00:00:00Z								Becurtovirus sp.		2809181
MT840865.1			COMPLETE		USA	North America								Opuntia		106975	true				2018	S18_59	plant tissue		2970				4		2021-04-18T00:00:00Z	GenBank		Arizona State University - The Biodesign Institute, Center for Fundamental and Applied Metagenomics	USA	Fontenele,R.S.,Schimidlin,K.,Majure,L.C.,Salywon,A.,Kraberger,S.,Cobb,I.,Varsani,A.	2021-04-18T00:00:00Z								Becurtovirus sp.		2809181
MT840864.1			COMPLETE		USA	North America								Opuntia microdasys		169217	true				2018	S18_56	plant tissue		2970				4		2021-04-18T00:00:00Z	GenBank		Arizona State University - The Biodesign Institute, Center for Fundamental and Applied Metagenomics	USA	Fontenele,R.S.,Schimidlin,K.,Majure,L.C.,Salywon,A.,Kraberger,S.,Cobb,I.,Varsani,A.	2021-04-18T00:00:00Z								Becurtovirus sp.		2809181
MT840863.1			COMPLETE		USA	North America								Opuntia engelmannii var. aciculata		2824185	true				2018	S18_54	plant tissue		2969				4		2021-04-18T00:00:00Z	GenBank		Arizona State University - The Biodesign Institute, Center for Fundamental and Applied Metagenomics	USA	Fontenele,R.S.,Schimidlin,K.,Majure,L.C.,Salywon,A.,Kraberger,S.,Cobb,I.,Varsani,A.	2021-04-18T00:00:00Z								Becurtovirus sp.		2809181
MT840862.1			COMPLETE		USA	North America								Opuntia		106975	true				2018	S18_101	plant tissue		2970				4		2021-04-18T00:00:00Z	GenBank		Arizona State University - The Biodesign Institute, Center for Fundamental and Applied Metagenomics	USA	Fontenele,R.S.,Schimidlin,K.,Majure,L.C.,Salywon,A.,Kraberger,S.,Cobb,I.,Varsani,A.	2021-04-18T00:00:00Z								Becurtovirus sp.		2809181
MT840861.1			COMPLETE		USA	North America								Opuntia		106975	true				2018	S18_100	plant tissue		2970				4		2021-04-18T00:00:00Z	GenBank		Arizona State University - The Biodesign Institute, Center for Fundamental and Applied Metagenomics	USA	Fontenele,R.S.,Schimidlin,K.,Majure,L.C.,Salywon,A.,Kraberger,S.,Cobb,I.,Varsani,A.	2021-04-18T00:00:00Z								Becurtovirus sp.		2809181
MT840860.1			COMPLETE		USA	North America								Opuntia		106975	true				2018	S18_89_2	plant tissue		2971				4		2021-04-18T00:00:00Z	GenBank		Arizona State University - The Biodesign Institute, Center for Fundamental and Applied Metagenomics	USA	Fontenele,R.S.,Schimidlin,K.,Majure,L.C.,Salywon,A.,Kraberger,S.,Cobb,I.,Varsani,A.	2021-04-18T00:00:00Z								Becurtovirus sp.		2809181
MT840859.1			COMPLETE		USA	North America								Opuntia		106975	true				2018	S18_89_1	plant tissue		2971				4		2021-04-18T00:00:00Z	GenBank		Arizona State University - The Biodesign Institute, Center for Fundamental and Applied Metagenomics	USA	Fontenele,R.S.,Schimidlin,K.,Majure,L.C.,Salywon,A.,Kraberger,S.,Cobb,I.,Varsani,A.	2021-04-18T00:00:00Z								Becurtovirus sp.		2809181
MT840858.1			COMPLETE		USA	North America								Opuntia microdasys		169217	true				2018	S18_84_2	plant tissue		2899				4		2021-04-18T00:00:00Z	GenBank		Arizona State University - The Biodesign Institute, Center for Fundamental and Applied Metagenomics	USA	Fontenele,R.S.,Schimidlin,K.,Majure,L.C.,Salywon,A.,Kraberger,S.,Cobb,I.,Varsani,A.	2021-04-18T00:00:00Z								Becurtovirus sp.		2809181
MT840857.1			COMPLETE		USA	North America								Opuntia microdasys		169217	true				2018	S18_84_1	plant tissue		2971				4		2021-04-18T00:00:00Z	GenBank		Arizona State University - The Biodesign Institute, Center for Fundamental and Applied Metagenomics	USA	Fontenele,R.S.,Schimidlin,K.,Majure,L.C.,Salywon,A.,Kraberger,S.,Cobb,I.,Varsani,A.	2021-04-18T00:00:00Z								Becurtovirus sp.		2809181
MT840856.1			COMPLETE		USA	North America								Opuntia phaeacantha		176270	true				2018	S18_77	plant tissue		2969				4		2021-04-18T00:00:00Z	GenBank		Arizona State University - The Biodesign Institute, Center for Fundamental and Applied Metagenomics	USA	Fontenele,R.S.,Schimidlin,K.,Majure,L.C.,Salywon,A.,Kraberger,S.,Cobb,I.,Varsani,A.	2021-04-18T00:00:00Z								Becurtovirus sp.		2809181
MT840855.1			COMPLETE		USA	North America								Opuntia santa-rita		1041265	true				2018	S18_71_2	plant tissue		2970				4		2021-04-18T00:00:00Z	GenBank		Arizona State University - The Biodesign Institute, Center for Fundamental and Applied Metagenomics	USA	Fontenele,R.S.,Schimidlin,K.,Majure,L.C.,Salywon,A.,Kraberger,S.,Cobb,I.,Varsani,A.	2021-04-18T00:00:00Z								Becurtovirus sp.		2809181
MT840854.1			COMPLETE		USA	North America								Opuntia santa-rita		1041265	true				2018	S18_71_1	plant tissue		2970				4		2021-04-18T00:00:00Z	GenBank		Arizona State University - The Biodesign Institute, Center for Fundamental and Applied Metagenomics	USA	Fontenele,R.S.,Schimidlin,K.,Majure,L.C.,Salywon,A.,Kraberger,S.,Cobb,I.,Varsani,A.	2021-04-18T00:00:00Z								Becurtovirus sp.		2809181
MT840853.1			COMPLETE		USA	North America								Opuntia engelmannii var. lindheimeri		1041237	true				2018	S18_69	plant tissue		2970				4		2021-04-18T00:00:00Z	GenBank		Arizona State University - The Biodesign Institute, Center for Fundamental and Applied Metagenomics	USA	Fontenele,R.S.,Schimidlin,K.,Majure,L.C.,Salywon,A.,Kraberger,S.,Cobb,I.,Varsani,A.	2021-04-18T00:00:00Z								Becurtovirus sp.		2809181
MT840852.1			COMPLETE		USA	North America								Opuntia		106975	true				2018	S18_59	plant tissue		2969				4		2021-04-18T00:00:00Z	GenBank		Arizona State University - The Biodesign Institute, Center for Fundamental and Applied Metagenomics	USA	Fontenele,R.S.,Schimidlin,K.,Majure,L.C.,Salywon,A.,Kraberger,S.,Cobb,I.,Varsani,A.	2021-04-18T00:00:00Z								Becurtovirus sp.		2809181
MT840851.1			COMPLETE		USA	North America								Opuntia engelmannii var. aciculata		2824185	true				2018	S18_40	plant tissue		2969				4		2021-04-18T00:00:00Z	GenBank		Arizona State University - The Biodesign Institute, Center for Fundamental and Applied Metagenomics	USA	Fontenele,R.S.,Schimidlin,K.,Majure,L.C.,Salywon,A.,Kraberger,S.,Cobb,I.,Varsani,A.	2021-04-18T00:00:00Z								Becurtovirus sp.		2809181
MT840850.1			COMPLETE		USA	North America								Opuntia		106975	true				2018	S18_34	plant tissue		2982				4		2021-04-18T00:00:00Z	GenBank		Arizona State University - The Biodesign Institute, Center for Fundamental and Applied Metagenomics	USA	Fontenele,R.S.,Schimidlin,K.,Majure,L.C.,Salywon,A.,Kraberger,S.,Cobb,I.,Varsani,A.	2021-04-18T00:00:00Z								Becurtovirus sp.		2809181
MT840849.1			COMPLETE		USA	North America								Opuntia engelmannii var. linguiformis		1041235	true				2018	S18_30	plant tissue		2977				4		2021-04-18T00:00:00Z	GenBank		Arizona State University - The Biodesign Institute, Center for Fundamental and Applied Metagenomics	USA	Fontenele,R.S.,Schimidlin,K.,Majure,L.C.,Salywon,A.,Kraberger,S.,Cobb,I.,Varsani,A.	2021-04-18T00:00:00Z								Becurtovirus sp.		2809181
MT840848.1			COMPLETE		USA	North America								Opuntia basilaris		549777	true				2018	S18_24	plant tissue		2970				4		2021-04-18T00:00:00Z	GenBank		Arizona State University - The Biodesign Institute, Center for Fundamental and Applied Metagenomics	USA	Fontenele,R.S.,Schimidlin,K.,Majure,L.C.,Salywon,A.,Kraberger,S.,Cobb,I.,Varsani,A.	2021-04-18T00:00:00Z								Becurtovirus sp.		2809181
MT840847.1			COMPLETE		USA	North America								Opuntia microdasys		169217	true				2018	S18_14	plant tissue		2963				4		2021-04-18T00:00:00Z	GenBank		Arizona State University - The Biodesign Institute, Center for Fundamental and Applied Metagenomics	USA	Fontenele,R.S.,Schimidlin,K.,Majure,L.C.,Salywon,A.,Kraberger,S.,Cobb,I.,Varsani,A.	2021-04-18T00:00:00Z								Becurtovirus sp.		2809181
MT840846.1			COMPLETE		USA	North America								Opuntia microdasys		169217	true				2018	S18_12	plant tissue		2973				4		2021-04-18T00:00:00Z	GenBank		Arizona State University - The Biodesign Institute, Center for Fundamental and Applied Metagenomics	USA	Fontenele,R.S.,Schimidlin,K.,Majure,L.C.,Salywon,A.,Kraberger,S.,Cobb,I.,Varsani,A.	2021-04-18T00:00:00Z								Becurtovirus sp.		2809181
MT840845.1			COMPLETE		USA	North America								Opuntia stenopetala		760567	true				2015	Martin_2014	plant tissue		2969				4		2021-04-18T00:00:00Z	GenBank		Arizona State University - The Biodesign Institute, Center for Fundamental and Applied Metagenomics	USA	Fontenele,R.S.,Schimidlin,K.,Majure,L.C.,Salywon,A.,Kraberger,S.,Cobb,I.,Varsani,A.	2021-04-18T00:00:00Z								Becurtovirus sp.		2809181
MT840844.1			COMPLETE		USA	North America								Opuntia phaeacantha		176270	true				2006	LCM_23	plant tissue		2972				4		2021-04-18T00:00:00Z	GenBank		Arizona State University - The Biodesign Institute, Center for Fundamental and Applied Metagenomics	USA	Fontenele,R.S.,Schimidlin,K.,Majure,L.C.,Salywon,A.,Kraberger,S.,Cobb,I.,Varsani,A.	2021-04-18T00:00:00Z								Becurtovirus sp.		2809181
MT840843.1			COMPLETE		USA	North America								Opuntia martiniana		1041247	true				2018	DBG_38	plant tissue		2970				4		2021-04-18T00:00:00Z	GenBank		Arizona State University - The Biodesign Institute, Center for Fundamental and Applied Metagenomics	USA	Fontenele,R.S.,Schimidlin,K.,Majure,L.C.,Salywon,A.,Kraberger,S.,Cobb,I.,Varsani,A.	2021-04-18T00:00:00Z								Becurtovirus sp.		2809181
MT840842.1			COMPLETE		USA	North America								Cylindropuntia spinosior		866988	true				2018	DBG86	plant tissue		2970				4		2021-04-18T00:00:00Z	GenBank		Arizona State University - The Biodesign Institute, Center for Fundamental and Applied Metagenomics	USA	Fontenele,R.S.,Schimidlin,K.,Majure,L.C.,Salywon,A.,Kraberger,S.,Cobb,I.,Varsani,A.	2021-04-18T00:00:00Z								Becurtovirus sp.		2809181
MT840841.1			COMPLETE		USA	North America								Cylindropuntia echinocarpa		866980	true				2018	DBG80	plant tissue		2970				4		2021-04-18T00:00:00Z	GenBank		Arizona State University - The Biodesign Institute, Center for Fundamental and Applied Metagenomics	USA	Fontenele,R.S.,Schimidlin,K.,Majure,L.C.,Salywon,A.,Kraberger,S.,Cobb,I.,Varsani,A.	2021-04-18T00:00:00Z								Becurtovirus sp.		2809181
MT840840.1			COMPLETE		USA	North America								Opuntia		106975	true				2018	ASU_PP13	plant tissue		2970				4		2021-04-18T00:00:00Z	GenBank		Arizona State University - The Biodesign Institute, Center for Fundamental and Applied Metagenomics	USA	Fontenele,R.S.,Schimidlin,K.,Majure,L.C.,Salywon,A.,Kraberger,S.,Cobb,I.,Varsani,A.	2021-04-18T00:00:00Z								Becurtovirus sp.		2809181
MT840839.1			COMPLETE		USA	North America								Opuntia		106975	true				2018	ASU_PP7	plant tissue		2971				4		2021-04-18T00:00:00Z	GenBank		Arizona State University - The Biodesign Institute, Center for Fundamental and Applied Metagenomics	USA	Fontenele,R.S.,Schimidlin,K.,Majure,L.C.,Salywon,A.,Kraberger,S.,Cobb,I.,Varsani,A.	2021-04-18T00:00:00Z								Becurtovirus sp.		2809181
MT459433.1			COMPLETE		Turkey: Yozgat	Asia								Beta vulgaris		161934	true				2018-08				2843				5		2021-09-01T00:00:00Z	GenBank		Ondokuz Mayis University, Molecular Biology and Genetics		Yildirim,K.	2021-09-01T00:00:00Z								Becurtovirus sp.		2809181
MT459432.1			COMPLETE		Turkey: Adapazari	Asia								Beta vulgaris		161934	true				2018-08				2840				5		2021-09-01T00:00:00Z	GenBank		Ondokuz Mayis University, Molecular Biology and Genetics		Yildirim,K.	2021-09-01T00:00:00Z								Becurtovirus sp.		2809181
MT459431.1			COMPLETE		Turkey: Ankara	Asia								Beta vulgaris		161934	true				2018-08				2839				5		2021-09-01T00:00:00Z	GenBank		Ondokuz Mayis University, Molecular Biology and Genetics		Yildirim,K.	2021-09-01T00:00:00Z								Becurtovirus sp.		2809181
MT459430.1			COMPLETE		Turkey: Afyon	Asia								Beta vulgaris		161934	true				2018-08				2840				5		2021-09-01T00:00:00Z	GenBank		Ondokuz Mayis University, Molecular Biology and Genetics		Yildirim,K.	2021-09-01T00:00:00Z								Becurtovirus sp.		2809181
MT459429.1			COMPLETE		Turkey: Aksaray	Asia								Beta vulgaris		161934	true				2018-08				2839				5		2021-09-01T00:00:00Z	GenBank		Ondokuz Mayis University, Molecular Biology and Genetics		Yildirim,K.	2021-09-01T00:00:00Z								Becurtovirus sp.		2809181
MT459428.1			PARTIAL		Turkey: Yozgat	Asia								Beta vulgaris		161934	true				2018-08				662				1		2021-09-01T00:00:00Z	GenBank		ondokuz mayis university, molecular biology and genetics		Yildirim,K.	2021-09-01T00:00:00Z								Becurtovirus sp.		2809181
MT459427.1			PARTIAL		Turkey: Burdur	Asia								Beta vulgaris		161934	true				2018-08				662				1		2021-09-01T00:00:00Z	GenBank		ondokuz mayis university, molecular biology and genetics		Yildirim,K.	2021-09-01T00:00:00Z								Becurtovirus sp.		2809181
MT459426.1			PARTIAL		Turkey: Corum	Asia								Beta vulgaris		161934	true				2018-08				662				1		2021-09-01T00:00:00Z	GenBank		ondokuz mayis university, molecular biology and genetics		Yildirim,K.	2021-09-01T00:00:00Z								Becurtovirus sp.		2809181
MT459425.1			PARTIAL		Turkey: Ankara	Asia								Beta vulgaris		161934	true				2018-08				662				1		2021-09-01T00:00:00Z	GenBank		ondokuz mayis university, molecular biology and genetics		Yildirim,K.	2021-09-01T00:00:00Z								Becurtovirus sp.		2809181
MT459424.1			PARTIAL		Turkey: Eskisehir	Asia								Beta vulgaris		161934	true				2018-08				662				1		2021-09-01T00:00:00Z	GenBank		ondokuz mayis university, molecular biology and genetics		Yildirim,K.	2021-09-01T00:00:00Z								Becurtovirus sp.		2809181
MT459423.1			PARTIAL		Turkey: Kastamonu	Asia								Beta vulgaris		161934	true				2018-08				662				1		2021-09-01T00:00:00Z	GenBank		ondokuz mayis university, molecular biology and genetics		Yildirim,K.	2021-09-01T00:00:00Z								Becurtovirus sp.		2809181
MT459422.1			PARTIAL		Turkey: Adapazari	Asia								Beta vulgaris		161934	true				2018-08				662				1		2021-09-01T00:00:00Z	GenBank		ondokuz mayis university, molecular biology and genetics		Yildirim,K.	2021-09-01T00:00:00Z								Becurtovirus sp.		2809181
MT459421.1			PARTIAL		Turkey: Kayseri	Asia								Beta vulgaris		161934	true				2018-08				662				1		2021-09-01T00:00:00Z	GenBank		ondokuz mayis university, molecular biology and genetics		Yildirim,K.	2021-09-01T00:00:00Z								Becurtovirus sp.		2809181
MT459420.1			PARTIAL		Turkey: Usak	Asia								Beta vulgaris		161934	true				2018-08				662				1		2021-09-01T00:00:00Z	GenBank		ondokuz mayis university, molecular biology and genetics		Yildirim,K.	2021-09-01T00:00:00Z								Becurtovirus sp.		2809181
MT459419.1			PARTIAL		Turkey: Kutahya	Asia								Beta vulgaris		161934	true				2018-08				662				1		2021-09-01T00:00:00Z	GenBank		ondokuz mayis university, molecular biology and genetics		Yildirim,K.	2021-09-01T00:00:00Z								Becurtovirus sp.		2809181
MT459418.1			PARTIAL		Turkey: Afyon	Asia								Beta vulgaris		161934	true				2018-08				662				1		2021-09-01T00:00:00Z	GenBank		ondokuz mayis university, molecular biology and genetics		Yildirim,K.	2021-09-01T00:00:00Z								Becurtovirus sp.		2809181
MT459417.1			PARTIAL		Turkey: Kirsehir	Asia								Beta vulgaris		161934	true				2018-08				662				1		2021-09-01T00:00:00Z	GenBank		ondokuz mayis university, molecular biology and genetics		Yildirim,K.	2021-09-01T00:00:00Z								Becurtovirus sp.		2809181
MT459416.1			PARTIAL		Turkey: Konya	Asia								Beta vulgaris		161934	true				2018-08				662				1		2021-09-01T00:00:00Z	GenBank		ondokuz mayis university, molecular biology and genetics		Yildirim,K.	2021-09-01T00:00:00Z								Becurtovirus sp.		2809181
MT459415.1			PARTIAL		Turkey: Aksaray	Asia								Beta vulgaris		161934	true				2018-08				662				1		2021-09-01T00:00:00Z	GenBank		ondokuz mayis university, molecular biology and genetics		Yildirim,K.	2021-09-01T00:00:00Z								Becurtovirus sp.		2809181
