Accession	BioProjects	BioSample accession	Completeness	Gene count	Geographic Location	Geographic Region	Host Common Name	Host Infraspecific Names Breed	Host Infraspecific Names Cultivar	Host Infraspecific Names Ecotype	Host Infraspecific Names Isolate	Host Infraspecific Names Sex	Host Infraspecific Names Strain	Host Name	Host Pangolin Classification	Host Taxonomic ID	Is Annotated	Is Complete	Is Lab Host	Is Vaccine Strain	Isolate Collection date	Isolate Lineage	Isolate Lineage source	Lab Host	Length	Mature peptide count	Molecule type	Nucleotide completeness	Protein count	Purpose of Sampling	Release date	Source database	SRA Accessions	Submitter Affiliation	Submitter Country	Submitter Names	Update date	Virus Common Name	Virus Infraspecific Names Breed	Virus Infraspecific Names Cultivar	Virus Infraspecific Names Ecotype	Virus Infraspecific Names Isolate	Virus Infraspecific Names Sex	Virus Infraspecific Names Strain	Virus Name	Virus Pangolin Classification	Virus Taxonomic ID
OL521654.1	PRJNA772558	SAMN22377377	PARTIAL		China	Asia								Medicago sativa		3879	true				2019-09-11	ZM1_NX2			453				1		2022-06-30T00:00:00Z	GenBank	SRR16477484	China Agricultural University, College of Grassland Science and Technology	China	Li,J.	2022-06-30T00:00:00Z								Alfalfa leaf curl virus		1306546
OL521653.1	PRJNA772558	SAMN22377377	PARTIAL		China	Asia								Medicago sativa		3879	true				2019-09-11	ZM1_NX1			453				1		2022-06-30T00:00:00Z	GenBank	SRR16477472	China Agricultural University, College of Grassland Science and Technology	China	Li,J.	2022-06-30T00:00:00Z								Alfalfa leaf curl virus		1306546
NC_075080.1	PRJNA485481		COMPLETE		South Africa:Western Cape, Darling	Africa								Euphorbia caput-medusae		212864	true				2010-09	Dar10	plant leaf		2678				7		2023-05-04T00:00:00Z	RefSeq		National Center for Biotechnology Information, NIH	USA	Bernardo,P.,Golden,M.,Akram,M.,Naimuddin,A.,Nadarajan,N.,Fernandez,E.,Granier,M.,Rebelo,A.G.,Peterschmitt,M.,Martin,D.P.,Roumagnac,P.	2023-05-05T00:00:00Z								Euphorbia caput-medusae latent virus		1853865
NC_038477.1	PRJNA485481		COMPLETE		Finland: Aland archipelago	Europe								Plantago lanceolata		39414	true				2013-08-15	ALA13_Pl11	plant leaf		2832				6		2018-08-24T00:00:00Z	RefSeq		National Center for Biotechnology Information, NIH	USA	Bernardo,P.,Muhire,B.,Francois,S.,Deshoux,M.,Hartnady,P.,Farkas,K.,Kraberger,S.,Filloux,D.,Fernandez,E.,Galzi,S.,Ferdinand,R.,Granier,M.,Marais,A.,Monge Blasco,P.,Candresse,T.,Escriu,F.,Varsani,A.,Harkins,G.W.,Martin,D.P.,Roumagnac,P.,Frilander,M.J.,Monge,P.,Peterschmitt,M.,Laine,A.L.	2018-08-24T00:00:00Z								Plantago lanceolata latent virus		1830242
NC_030238.1	PRJNA485481		COMPLETE		South Africa: Western Cape, Darling	Africa								Euphorbia caput-medusae		212864	true				2012-10-01	DAR12_CM243	plant leaf		2683				7		2016-05-31T00:00:00Z	RefSeq		National Center for Biotechnology Information, NIH	USA	Bernardo,P.,Muhire,B.,Francois,S.,Deshoux,M.,Hartnady,P.,Farkas,K.,Kraberger,S.,Filloux,D.,Fernandez,E.,Galzi,S.,Ferdinand,R.,Granier,M.,Marais,A.,Monge Blasco,P.,Candresse,T.,Escriu,F.,Varsani,A.,Harkins,G.W.,Martin,D.P.,Roumagnac,P.,Frilander,M.J.,Monge,P.,Peterschmitt,M.,Laine,A.L.	2018-08-13T00:00:00Z								Euphorbia caput-medusae latent virus		1853865
NC_027714.1	PRJNA485481		COMPLETE		France:Camargue, Le Sambuc	Europe								Medicago sativa		3879	true				2010-06	44-1E	plant leaf		2745				7		2015-08-18T00:00:00Z	RefSeq		CIRAD, BIOS	France	Roumagnac,P.,Granier,M.,Bernardo,P.,Deshoux,M.,Ferdinand,R.,Galzi,S.,Fernandez,E.,Julian,C.,Abt,I.,Filloux,D.,Mesleard,F.,Varsani,A.,Blanc,S.,Martin,D.P.,Peterschmitt,M.	2018-08-13T00:00:00Z								Capulavirus medicagonis		1306546
NC_018453.1	PRJNA485481		COMPLETE		India	Asia								Phaseolus vulgaris		3885	true				2012	FbSLSV-1	plant leaf		2771				2		2012-08-21T00:00:00Z	RefSeq		National Center for Biotechnology Information, NIH	USA	Akram,M.,Naimuddin	2018-08-13T00:00:00Z								French bean severe leaf curl virus		1218727
MZ221825.1			COMPLETE		China	Asia								Medicago sativa		3879	true				2020-06-22	ALCV/China_Yichuan/H7	plant leaf		2750				7		2021-08-11T00:00:00Z	GenBank		Northwest A&F University, College of Grassland Agriculture	China	Guo,Z.-P.,Zhang,T.-T.,Niu,J.-P.,Chen,Z.,Cui,X.-W.,Mao,Y.,Hassan,M.U.,Kareem,H.A.,Gao,S.-H.,Xu,N.,Sui,X.,Roy,M.,Cui,J.,Wang,Q.-Z.	2021-08-11T00:00:00Z								Alfalfa leaf curl virus		1306546
MZ221824.1			COMPLETE		China	Asia								Medicago sativa		3879	true				2020-06-21	ALCV/China_Wenxian_2/H6	plant leaf		2750				7		2021-08-11T00:00:00Z	GenBank		Northwest A&F University, College of Grassland Agriculture	China	Guo,Z.-P.,Zhang,T.-T.,Niu,J.-P.,Chen,Z.,Cui,X.-W.,Mao,Y.,Hassan,M.U.,Kareem,H.A.,Gao,S.-H.,Xu,N.,Sui,X.,Roy,M.,Cui,J.,Wang,Q.-Z.	2021-08-11T00:00:00Z								Alfalfa leaf curl virus		1306546
MZ221823.1			COMPLETE		China	Asia								Medicago sativa		3879	true				2020-06-21	ALCV/China_Wenxian_1/H5	plant leaf		2750				7		2021-08-11T00:00:00Z	GenBank		Northwest A&F University, College of Grassland Agriculture	China	Guo,Z.-P.,Zhang,T.-T.,Niu,J.-P.,Chen,Z.,Cui,X.-W.,Mao,Y.,Hassan,M.U.,Kareem,H.A.,Gao,S.-H.,Xu,N.,Sui,X.,Roy,M.,Cui,J.,Wang,Q.-Z.	2021-08-11T00:00:00Z								Alfalfa leaf curl virus		1306546
MZ221822.1			COMPLETE		China	Asia								Medicago sativa		3879	true				2020-06-20	ALCV/China_Lankao/H4	plant leaf		2750				7		2021-08-11T00:00:00Z	GenBank		Northwest A&F University, College of Grassland Agriculture	China	Guo,Z.-P.,Zhang,T.-T.,Niu,J.-P.,Chen,Z.,Cui,X.-W.,Mao,Y.,Hassan,M.U.,Kareem,H.A.,Gao,S.-H.,Xu,N.,Sui,X.,Roy,M.,Cui,J.,Wang,Q.-Z.	2021-08-11T00:00:00Z								Alfalfa leaf curl virus		1306546
MZ221821.1			COMPLETE		China	Asia								Medicago sativa		3879	true				2020-06-30	ALCV/China_Yuanyang_2/H3	plant leaf		2749				7		2021-08-11T00:00:00Z	GenBank		Northwest A&F University, College of Grassland Agriculture	China	Guo,Z.-P.,Zhang,T.-T.,Niu,J.-P.,Chen,Z.,Cui,X.-W.,Mao,Y.,Hassan,M.U.,Kareem,H.A.,Gao,S.-H.,Xu,N.,Sui,X.,Roy,M.,Cui,J.,Wang,Q.-Z.	2021-08-11T00:00:00Z								Alfalfa leaf curl virus		1306546
MZ221820.1			COMPLETE		China	Asia								Medicago sativa		3879	true				2020-06-23	ALCV/China_Yuanyang_1/H2	plant leaf		2750				7		2021-08-11T00:00:00Z	GenBank		Northwest A&F University, College of Grassland Agriculture	China	Guo,Z.-P.,Zhang,T.-T.,Niu,J.-P.,Chen,Z.,Cui,X.-W.,Mao,Y.,Hassan,M.U.,Kareem,H.A.,Gao,S.-H.,Xu,N.,Sui,X.,Roy,M.,Cui,J.,Wang,Q.-Z.	2021-08-11T00:00:00Z								Alfalfa leaf curl virus		1306546
MZ221819.1			COMPLETE		China	Asia								Medicago sativa		3879	true				2020-06-19	ALCV/China_Zhengzhou/H1	plant leaf		2750				7		2021-08-11T00:00:00Z	GenBank		Northwest A&F University, College of Grassland Agriculture	China	Guo,Z.-P.,Zhang,T.-T.,Niu,J.-P.,Chen,Z.,Cui,X.-W.,Mao,Y.,Hassan,M.U.,Kareem,H.A.,Gao,S.-H.,Xu,N.,Sui,X.,Roy,M.,Cui,J.,Wang,Q.-Z.	2021-08-11T00:00:00Z								Alfalfa leaf curl virus		1306546
MZ221818.1			COMPLETE		China	Asia								Medicago sativa		3879	true				2020-06-13	ALCV/China_Tumote_Left_Baaner/N2	plant leaf		2750				7		2021-08-11T00:00:00Z	GenBank		Northwest A&F University, College of Grassland Agriculture	China	Guo,Z.-P.,Zhang,T.-T.,Niu,J.-P.,Chen,Z.,Cui,X.-W.,Mao,Y.,Hassan,M.U.,Kareem,H.A.,Gao,S.-H.,Xu,N.,Sui,X.,Roy,M.,Cui,J.,Wang,Q.-Z.	2021-08-11T00:00:00Z								Alfalfa leaf curl virus		1306546
MZ221817.1			COMPLETE		China	Asia								Medicago sativa		3879	true				2020-06-11	ALCV/China_Helinger/N1	plant leaf		2750				7		2021-08-11T00:00:00Z	GenBank		Northwest A&F University, College of Grassland Agriculture	China	Guo,Z.-P.,Zhang,T.-T.,Niu,J.-P.,Chen,Z.,Cui,X.-W.,Mao,Y.,Hassan,M.U.,Kareem,H.A.,Gao,S.-H.,Xu,N.,Sui,X.,Roy,M.,Cui,J.,Wang,Q.-Z.	2021-08-11T00:00:00Z								Alfalfa leaf curl virus		1306546
MZ042663.1			PARTIAL		China: Guangdong province	Asia								Vigna unguiculata		3917	true				2020-10-18	FbSLCV-2-GD	plant leaf		698				1		2021-10-25T00:00:00Z	GenBank		Institute of Bioengineering, Guangdong Academy of Sciences, Department of Crop Stress Management	China	Chen,L.	2021-10-25T00:00:00Z								French bean severe leaf curl virus		1218727
MW768736.1			COMPLETE		France: Occitanie, Montpellier	Europe								Medicago arborea		66807	true				2019	BG2_coro_96-2	plant leaf		2759				6		2021-05-29T00:00:00Z	GenBank		CIRAD, BIOS	France	Ben Chehida,S.,Filloux,D.,Fernandez,E.,Moubset,O.,Hoareau,M.,Julian,C.,Blondin,L.,Lett,J.M.,Roumagnac,P.,Lefeuvre,P.,Lett,J.-M.	2021-05-29T00:00:00Z								Trifolium virus 1		2838317
MW768735.1			COMPLETE		France: Occitanie, Montpellier	Europe								Medicago arborea		66807	true				2019	BG2_coro_15_4	plant leaf		2759				6		2021-05-29T00:00:00Z	GenBank		CIRAD, BIOS	France	Ben Chehida,S.,Filloux,D.,Fernandez,E.,Moubset,O.,Hoareau,M.,Julian,C.,Blondin,L.,Lett,J.M.,Roumagnac,P.,Lefeuvre,P.,Lett,J.-M.	2021-05-29T00:00:00Z								Trifolium virus 1		2838317
MW768734.1			COMPLETE		France: Occitanie, Montpellier	Europe								Medicago arborea		66807	true				2019	BG2_coro_10-2	plant leaf		2760				6		2021-05-29T00:00:00Z	GenBank		CIRAD, BIOS	France	Ben Chehida,S.,Filloux,D.,Fernandez,E.,Moubset,O.,Hoareau,M.,Julian,C.,Blondin,L.,Lett,J.M.,Roumagnac,P.,Lefeuvre,P.,Lett,J.-M.	2021-05-29T00:00:00Z								Trifolium virus 1		2838317
MW768733.1			COMPLETE		France: Occitanie, Montpellier	Europe								Medicago arborea		66807	true				2019	BG2_coro_11_4	plant leaf		2759				6		2021-05-29T00:00:00Z	GenBank		CIRAD, BIOS	France	Ben Chehida,S.,Filloux,D.,Fernandez,E.,Moubset,O.,Hoareau,M.,Julian,C.,Blondin,L.,Lett,J.M.,Roumagnac,P.,Lefeuvre,P.,Lett,J.-M.	2021-05-29T00:00:00Z								Trifolium virus 1		2838317
MW768732.1			COMPLETE		France: Occitanie, Montpellier	Europe								Medicago arborea		66807	true				2019	BG2_coro_34_4	plant leaf		2759				6		2021-05-29T00:00:00Z	GenBank		CIRAD, BIOS	France	Ben Chehida,S.,Filloux,D.,Fernandez,E.,Moubset,O.,Hoareau,M.,Julian,C.,Blondin,L.,Lett,J.M.,Roumagnac,P.,Lefeuvre,P.,Lett,J.-M.	2021-05-29T00:00:00Z								Trifolium virus 1		2838317
MW768731.1			COMPLETE		France: Occitanie, Montpellier	Europe								Medicago arborea		66807	true				2019	BG2_coro_17	plant leaf		2759				6		2021-05-29T00:00:00Z	GenBank		CIRAD, BIOS	France	Ben Chehida,S.,Filloux,D.,Fernandez,E.,Moubset,O.,Hoareau,M.,Julian,C.,Blondin,L.,Lett,J.M.,Roumagnac,P.,Lefeuvre,P.,Lett,J.-M.	2021-05-29T00:00:00Z								Trifolium virus 1		2838317
MW768730.1			COMPLETE		France: Occitanie, Montpellier	Europe								Medicago arborea		66807	true				2019	BG2_coro_86-2	plant leaf		2759				6		2021-05-29T00:00:00Z	GenBank		CIRAD, BIOS	France	Ben Chehida,S.,Filloux,D.,Fernandez,E.,Moubset,O.,Hoareau,M.,Julian,C.,Blondin,L.,Lett,J.M.,Roumagnac,P.,Lefeuvre,P.,Lett,J.-M.	2021-05-29T00:00:00Z								Trifolium virus 1		2838317
MW768729.1			COMPLETE		France: Occitanie, Montpellier	Europe								Medicago arborea		66807	true				2019	BG2_coro_88-2	plant leaf		2759				6		2021-05-29T00:00:00Z	GenBank		CIRAD, BIOS	France	Ben Chehida,S.,Filloux,D.,Fernandez,E.,Moubset,O.,Hoareau,M.,Julian,C.,Blondin,L.,Lett,J.M.,Roumagnac,P.,Lefeuvre,P.,Lett,J.-M.	2021-05-29T00:00:00Z								Trifolium virus 1		2838317
MW768728.1			COMPLETE		France: Occitanie, Montpellier	Europe								Medicago arborea		66807	true				2019	BG2_coro_35-2	plant leaf		2759				6		2021-05-29T00:00:00Z	GenBank		CIRAD, BIOS	France	Ben Chehida,S.,Filloux,D.,Fernandez,E.,Moubset,O.,Hoareau,M.,Julian,C.,Blondin,L.,Lett,J.M.,Roumagnac,P.,Lefeuvre,P.,Lett,J.-M.	2021-05-29T00:00:00Z								Trifolium virus 1		2838317
MW768727.1			COMPLETE		France: Occitanie, Montpellier	Europe								Medicago arborea		66807	true				2019	BG2_coro_26-4	plant leaf		2759				6		2021-05-29T00:00:00Z	GenBank		CIRAD, BIOS	France	Ben Chehida,S.,Filloux,D.,Fernandez,E.,Moubset,O.,Hoareau,M.,Julian,C.,Blondin,L.,Lett,J.M.,Roumagnac,P.,Lefeuvre,P.,Lett,J.-M.	2021-05-29T00:00:00Z								Trifolium virus 1		2838317
MW768726.1			COMPLETE		France: Occitanie, Montpellier	Europe								Medicago arborea		66807	true				2019	BG2_coro_37-2	plant leaf		2759				6		2021-05-29T00:00:00Z	GenBank		CIRAD, BIOS	France	Ben Chehida,S.,Filloux,D.,Fernandez,E.,Moubset,O.,Hoareau,M.,Julian,C.,Blondin,L.,Lett,J.M.,Roumagnac,P.,Lefeuvre,P.,Lett,J.-M.	2021-05-29T00:00:00Z								Trifolium virus 1		2838317
MW768725.1			COMPLETE		France: Occitanie, Montpellier	Europe								Medicago arborea		66807	true				2019	BG2_coro_09-2	plant leaf		2759				6		2021-05-29T00:00:00Z	GenBank		CIRAD, BIOS	France	Ben Chehida,S.,Filloux,D.,Fernandez,E.,Moubset,O.,Hoareau,M.,Julian,C.,Blondin,L.,Lett,J.M.,Roumagnac,P.,Lefeuvre,P.,Lett,J.-M.	2021-05-29T00:00:00Z								Trifolium virus 1		2838317
MW768724.1			COMPLETE		France: Occitanie, Montpellier	Europe								Medicago arborea		66807	true				2019	BG2_coro_45	plant leaf		2759				6		2021-05-29T00:00:00Z	GenBank		CIRAD, BIOS	France	Ben Chehida,S.,Filloux,D.,Fernandez,E.,Moubset,O.,Hoareau,M.,Julian,C.,Blondin,L.,Lett,J.M.,Roumagnac,P.,Lefeuvre,P.,Lett,J.-M.	2021-05-29T00:00:00Z								Trifolium virus 1		2838317
MW768723.1			COMPLETE		France: Occitanie, Montpellier	Europe								Medicago arborea		66807	true				2019	BG2_coro_37	plant leaf		2761				6		2021-05-29T00:00:00Z	GenBank		CIRAD, BIOS	France	Ben Chehida,S.,Filloux,D.,Fernandez,E.,Moubset,O.,Hoareau,M.,Julian,C.,Blondin,L.,Lett,J.M.,Roumagnac,P.,Lefeuvre,P.,Lett,J.-M.	2021-05-29T00:00:00Z								Trifolium virus 1		2838317
MW768722.1			COMPLETE		France: Occitanie, Montpellier	Europe								Medicago arborea		66807	true				2019	BG2_coro_68-2	plant leaf		2760				6		2021-05-29T00:00:00Z	GenBank		CIRAD, BIOS	France	Ben Chehida,S.,Filloux,D.,Fernandez,E.,Moubset,O.,Hoareau,M.,Julian,C.,Blondin,L.,Lett,J.M.,Roumagnac,P.,Lefeuvre,P.,Lett,J.-M.	2021-05-29T00:00:00Z								Trifolium virus 1		2838317
MW768721.1			COMPLETE		France: Occitanie, Montpellier	Europe								Medicago arborea		66807	true				2019	BG2_capuz_57	plant leaf		2743				6		2021-05-29T00:00:00Z	GenBank		CIRAD, BIOS	France	Ben Chehida,S.,Filloux,D.,Fernandez,E.,Moubset,O.,Hoareau,M.,Julian,C.,Blondin,L.,Lett,J.M.,Roumagnac,P.,Lefeuvre,P.,Lett,J.-M.	2021-05-29T00:00:00Z								Trifolium virus 1		2838317
MW768720.1			COMPLETE		France: Occitanie, Montpellier	Europe								Medicago arborea		66807	true				2019	BG2_capuz_120-2	plant leaf		2744				6		2021-05-29T00:00:00Z	GenBank		CIRAD, BIOS	France	Ben Chehida,S.,Filloux,D.,Fernandez,E.,Moubset,O.,Hoareau,M.,Julian,C.,Blondin,L.,Lett,J.M.,Roumagnac,P.,Lefeuvre,P.,Lett,J.-M.	2021-05-29T00:00:00Z								Trifolium virus 1		2838317
MW768719.1			COMPLETE		France: Occitanie, Montpellier	Europe								Medicago arborea		66807	true				2019	BG2_capuz_20-4	plant leaf		2745				6		2021-05-29T00:00:00Z	GenBank		CIRAD, BIOS	France	Ben Chehida,S.,Filloux,D.,Fernandez,E.,Moubset,O.,Hoareau,M.,Julian,C.,Blondin,L.,Lett,J.M.,Roumagnac,P.,Lefeuvre,P.,Lett,J.-M.	2021-05-29T00:00:00Z								Trifolium virus 1		2838317
MW768718.1			COMPLETE		France: Occitanie, Montpellier	Europe								Medicago arborea		66807	true				2019	BG2_capuz_09-4	plant leaf		2745				6		2021-05-29T00:00:00Z	GenBank		CIRAD, BIOS	France	Ben Chehida,S.,Filloux,D.,Fernandez,E.,Moubset,O.,Hoareau,M.,Julian,C.,Blondin,L.,Lett,J.M.,Roumagnac,P.,Lefeuvre,P.,Lett,J.-M.	2021-05-29T00:00:00Z								Trifolium virus 1		2838317
MW768717.1			COMPLETE		France: Occitanie, Montpellier	Europe								Medicago arborea		66807	true				2019	BG2_capuz_16-4	plant leaf		2746				6		2021-05-29T00:00:00Z	GenBank		CIRAD, BIOS	France	Ben Chehida,S.,Filloux,D.,Fernandez,E.,Moubset,O.,Hoareau,M.,Julian,C.,Blondin,L.,Lett,J.M.,Roumagnac,P.,Lefeuvre,P.,Lett,J.-M.	2021-05-29T00:00:00Z								Trifolium virus 1		2838317
MW768716.1			COMPLETE		France: Occitanie, Montpellier	Europe								Medicago arborea		66807	true				2019	BG2_capuz_19-4	plant leaf		2746				6		2021-05-29T00:00:00Z	GenBank		CIRAD, BIOS	France	Ben Chehida,S.,Filloux,D.,Fernandez,E.,Moubset,O.,Hoareau,M.,Julian,C.,Blondin,L.,Lett,J.M.,Roumagnac,P.,Lefeuvre,P.,Lett,J.-M.	2021-05-29T00:00:00Z								Trifolium virus 1		2838317
MW768715.1			COMPLETE		France: Occitanie, Montpellier	Europe								Medicago arborea		66807	true				2019	BG2_capuz_18-4	plant leaf		2746				6		2021-05-29T00:00:00Z	GenBank		CIRAD, BIOS	France	Ben Chehida,S.,Filloux,D.,Fernandez,E.,Moubset,O.,Hoareau,M.,Julian,C.,Blondin,L.,Lett,J.M.,Roumagnac,P.,Lefeuvre,P.,Lett,J.-M.	2021-05-29T00:00:00Z								Trifolium virus 1		2838317
MW768714.1			COMPLETE		France: Occitanie, Montpellier	Europe								Medicago arborea		66807	true				2019	BG2_capuz_115-2	plant leaf		2746				6		2021-05-29T00:00:00Z	GenBank		CIRAD, BIOS	France	Ben Chehida,S.,Filloux,D.,Fernandez,E.,Moubset,O.,Hoareau,M.,Julian,C.,Blondin,L.,Lett,J.M.,Roumagnac,P.,Lefeuvre,P.,Lett,J.-M.	2021-05-29T00:00:00Z								Trifolium virus 1		2838317
MW768713.1			COMPLETE		France: Occitanie, Montpellier	Europe								Medicago arborea		66807	true				2019	BG2_capuz_03-4	plant leaf		2746				6		2021-05-29T00:00:00Z	GenBank		CIRAD, BIOS	France	Ben Chehida,S.,Filloux,D.,Fernandez,E.,Moubset,O.,Hoareau,M.,Julian,C.,Blondin,L.,Lett,J.M.,Roumagnac,P.,Lefeuvre,P.,Lett,J.-M.	2021-05-29T00:00:00Z								Trifolium virus 1		2838317
MW698821.1			COMPLETE		France: Occitanie,Montpellier	Europe								Medicago arborea		66807	true				2019	BG2 capuz 47	plant leaf		2746				6		2021-05-29T00:00:00Z	GenBank		CIRAD, BIOS	France	Ma,Y.,Svanella-Dumas,L.,Julian,C.,Galzi,S.,Fernandez,E.,Yvon,M.,Pirolles,E.,Lefebvre,M.,Filloux,D.,Roumagnac,P.,Candresse,T.	2021-05-29T00:00:00Z								Trifolium virus 1		2838317
MW698820.1			COMPLETE		France: Occitanie,Montpellier	Europe								Medicago arborea		66807	true				2019	BG2 coro 63-2	plant leaf		2759				6		2021-05-29T00:00:00Z	GenBank		CIRAD, BIOS	France	Ma,Y.,Svanella-Dumas,L.,Julian,C.,Galzi,S.,Fernandez,E.,Yvon,M.,Pirolles,E.,Lefebvre,M.,Filloux,D.,Roumagnac,P.,Candresse,T.	2021-05-29T00:00:00Z								Trifolium virus 1		2838317
MW698819.1			COMPLETE		France: Occitanie,Montpellier	Europe								Medicago arborea		66807	true				2019	BG2 coro 02-2	plant leaf		2760				6		2021-05-29T00:00:00Z	GenBank		CIRAD, BIOS	France	Ma,Y.,Svanella-Dumas,L.,Julian,C.,Galzi,S.,Fernandez,E.,Yvon,M.,Pirolles,E.,Lefebvre,M.,Filloux,D.,Roumagnac,P.,Candresse,T.	2021-05-29T00:00:00Z								Trifolium virus 1		2838317
MW698818.1			COMPLETE		France: Rhone river delta,Le Sambuc	Europe								Trifolium repens		3899	true				2018	COL-25	plant leaf		2759				6		2021-05-29T00:00:00Z	GenBank		CIRAD, BIOS	France	Ma,Y.,Svanella-Dumas,L.,Julian,C.,Galzi,S.,Fernandez,E.,Yvon,M.,Pirolles,E.,Lefebvre,M.,Filloux,D.,Roumagnac,P.,Candresse,T.	2021-05-29T00:00:00Z								Trifolium virus 1		2838317
MW698817.1			COMPLETE		France: Rhone river delta,Le Sambuc	Europe								Trifolium repens		3899	true				2018	COL-2	plant leaf		2759				6		2021-05-29T00:00:00Z	GenBank		CIRAD, BIOS	France	Ma,Y.,Svanella-Dumas,L.,Julian,C.,Galzi,S.,Fernandez,E.,Yvon,M.,Pirolles,E.,Lefebvre,M.,Filloux,D.,Roumagnac,P.,Candresse,T.	2021-05-29T00:00:00Z								Trifolium virus 1		2838317
MW698816.1			COMPLETE		France: Nouvelle Aquitaine,Bergerac	Europe								Trifolium repens		3899	true				2016	T.plasmid-18	plant leaf		2755				6		2021-05-29T00:00:00Z	GenBank		CIRAD, BIOS	France	Ma,Y.,Svanella-Dumas,L.,Julian,C.,Galzi,S.,Fernandez,E.,Yvon,M.,Pirolles,E.,Lefebvre,M.,Filloux,D.,Roumagnac,P.,Candresse,T.	2021-05-29T00:00:00Z								Trifolium virus 1		2838317
